Departamento,Provincia,Municipio,Ciudad / Comunidad,Total Asistencia Escolar,"Si, auna pública","Si, a una privada","Si, a una de convenio",No asiste,Sin especificar,Total Idioma Aprendido,Castellano,Quechua,Aymara,Guaraní,Otros Idiomas Oficiales,Otros Idiomas,Idioma extranjero,Sin especificar,No habla
La Paz,Pacajes,Comanche,COMANCHE CHICO,37,30,1,0,6,0,101,41,0,56,0,0,0,1,1,2
La Paz,Pacajes,Comanche,KELLA KELLA ALTA,112,98,2,0,12,0,346,89,0,248,0,0,0,0,3,6
La Paz,Pacajes,Comanche,SAN PABLO DE NINA MARKA,29,28,0,0,1,0,77,7,0,58,1,1,0,0,10,0
La Paz,Pacajes,Comanche,VISCACHANI,25,23,0,0,2,0,80,22,0,58,0,0,0,0,0,0
La Paz,Pacajes,Comanche,CALA PAILLU,32,27,0,0,5,0,95,6,1,83,0,0,0,0,1,4
La Paz,Pacajes,Comanche,BOTIJLACA,33,31,2,0,0,0,129,46,0,79,0,0,0,0,0,4
La Paz,Pacajes,Comanche,PALCOMA CENTRO,51,42,0,1,8,0,156,37,0,118,0,0,0,0,0,1
La Paz,Pacajes,Comanche,PARCO,14,13,0,0,1,0,70,12,0,56,0,0,0,0,0,2
La Paz,Pacajes,Comanche,TULI CHICO,17,16,0,0,1,0,60,13,0,47,0,0,0,0,0,0
La Paz,Pacajes,Comanche,COMANCHE,152,133,2,1,14,2,492,250,0,218,0,0,0,1,6,17
La Paz,Pacajes,Comanche,HUANACOLLO,47,39,0,2,6,0,129,58,0,64,0,0,0,0,0,7
La Paz,Pacajes,Comanche,PACOTA,28,27,0,0,1,0,107,24,0,83,0,0,0,0,0,0
La Paz,Pacajes,Comanche,PALCOMA ALTA,57,48,1,0,8,0,224,27,0,185,0,0,0,0,1,11
La Paz,Pacajes,Comanche,PORVENIR,17,14,0,0,3,0,72,9,0,62,0,0,0,0,0,1
La Paz,Pacajes,Comanche,CALLA ARRIBA TURRINI,9,5,0,1,3,0,32,3,0,28,0,0,0,0,1,0
La Paz,Pacajes,Comanche,JATUTA CALLA,4,2,1,0,1,0,26,1,0,24,0,0,0,0,0,1
La Paz,Pacajes,Comanche,GENERAL JOSE BALLIVIAN,10,10,0,0,0,0,29,10,0,17,0,1,0,0,0,1
La Paz,Pacajes,Comanche,CHACO ARRIBA,7,7,0,0,0,0,27,5,0,22,0,0,0,0,0,0
La Paz,Pacajes,Comanche,PALCOMA BAJA,27,24,0,1,2,0,127,19,0,103,0,0,0,0,0,5
La Paz,Pacajes,Comanche,COLLANA TIJI,13,10,1,0,2,0,54,7,0,45,0,0,0,0,0,2
La Paz,Pacajes,Comanche,ROSAS PATA MARKA TULI,27,20,0,6,1,0,88,27,0,56,0,0,0,0,1,4
La Paz,Pacajes,Comanche,HUALLATIRI,15,10,1,1,3,0,62,2,0,56,0,0,0,0,0,4
La Paz,Pacajes,Comanche,SALVIANI,20,19,0,0,1,0,77,10,0,63,0,0,0,0,0,4
La Paz,Pacajes,Comanche,VILLA EL CARMEN,35,30,1,0,4,0,112,14,0,97,0,0,0,0,0,1
La Paz,Pacajes,Comanche,ANTARANI,51,44,1,0,6,0,169,37,2,117,0,0,0,0,1,12
La Paz,Pacajes,Comanche,SUNIMURO,49,46,1,0,2,0,165,19,0,143,0,0,0,0,0,3
La Paz,Pacajes,Comanche,JALANTANI,75,69,0,1,5,0,279,74,0,198,0,0,0,0,2,5
La Paz,Pacajes,Comanche,CHIACATA,34,31,1,1,1,0,162,6,0,118,1,5,0,0,26,6
La Paz,Pacajes,Comanche,TOCOPILLA YO,8,6,0,0,2,0,29,4,0,25,0,0,0,0,0,0
La Paz,Pacajes,Charaña,CHARAÑA,459,350,49,6,50,4,1742,987,8,668,0,0,0,0,34,45
La Paz,Pacajes,Charaña,TARACOLLO CONDOROCA,112,93,1,3,15,0,357,172,0,179,0,0,0,0,2,4
La Paz,Pacajes,Charaña,COPACATI,17,15,1,1,0,0,116,51,0,60,0,0,0,0,2,3
La Paz,Pacajes,Charaña,GENERAL PEREZ,1,1,0,0,0,0,5,3,0,2,0,0,0,0,0,0
La Paz,Pacajes,Charaña,PAHAZA,93,82,5,5,1,0,342,177,0,151,0,0,0,0,3,11
La Paz,Pacajes,Charaña,TARACOLLO CONDOROCA,9,6,0,0,3,0,32,16,0,14,0,0,0,1,1,0
La Paz,Pacajes,Charaña,ZONA CENTRO IÑOCA,17,13,2,1,1,0,63,32,0,28,0,0,0,1,2,0
La Paz,Pacajes,Charaña,ZONA KAPARUMIRI,33,25,1,0,7,0,109,14,0,94,0,0,0,0,1,0
La Paz,Pacajes,Charaña,ZONA ROSA PATA,37,28,1,0,8,0,149,95,0,48,0,0,0,0,0,6
La Paz,Pacajes,Charaña,PICAÑANI,5,4,0,0,1,0,32,16,0,16,0,0,0,0,0,0
La Paz,Pacajes,Charaña,SIKI,53,40,1,2,10,0,224,84,1,131,0,0,0,0,4,4
La Paz,Pacajes,Charaña,PASTO GRANDE,4,2,0,0,2,0,31,8,1,22,0,0,0,0,0,0
La Paz,Pacajes,Charaña,COBRE VILLA,10,9,0,0,0,1,44,17,0,26,0,0,0,0,1,0
La Paz,Pacajes,Waldo Ballivián,TAYPUMA CENTRO,297,223,11,18,44,1,911,255,6,594,0,0,0,0,21,35
La Paz,Pacajes,Waldo Ballivián,VILOCO,197,144,5,16,31,1,606,155,0,407,0,0,0,0,14,30
La Paz,Pacajes,Waldo Ballivián,POKE,278,250,6,5,15,2,831,265,0,515,0,1,0,0,9,41
La Paz,Pacajes,Waldo Ballivián,TUMARAPI,757,652,25,12,60,8,2026,721,10,1151,0,2,0,0,36,106
La Paz,Pacajes,Waldo Ballivián,VILLA VILUYO,190,145,5,22,18,0,542,162,3,346,0,0,0,0,5,26
La Paz,Pacajes,Waldo Ballivián,MALLKU ORIGINARIO TAYPUMA CENTRO,41,33,2,0,5,1,153,29,2,107,0,0,0,0,9,6
La Paz,Pacajes,Nazacara de Pacajes,NAZACARA,96,69,2,1,23,1,382,67,0,267,1,4,0,0,32,11
La Paz,Pacajes,Nazacara de Pacajes,MAPA CHICO,73,65,2,2,4,0,237,59,0,165,0,0,0,0,2,11
La Paz,Pacajes,Callapa,CONDO DE LA BANDA,140,111,8,9,11,1,611,107,2,474,0,2,0,0,11,15
La Paz,Pacajes,Callapa,ILATA GRANDE,4,4,0,0,0,0,17,1,0,15,0,0,0,0,0,1
La Paz,Pacajes,Callapa,GUANA CHICO,63,48,2,4,8,1,270,34,0,225,0,0,0,0,1,10
La Paz,Pacajes,Callapa,CHUCA,76,64,0,0,11,1,350,62,1,279,0,0,0,0,2,6
La Paz,Pacajes,Callapa,CONDO,175,158,1,1,14,1,785,167,3,577,0,1,0,1,15,21
La Paz,Pacajes,Callapa,GUANA GRANDE,267,233,3,4,23,4,1152,211,1,901,1,1,0,0,18,19
La Paz,Pacajes,Callapa,CALLAPA,4,4,0,0,0,0,21,10,0,9,0,0,0,0,0,2
La Paz,Pacajes,Callapa,IMAÑUTA,32,27,0,0,5,0,118,36,0,79,0,0,0,0,2,1
La Paz,Pacajes,Callapa,SANTIAGO DE CALLAPA,43,39,3,1,0,0,280,115,4,152,0,0,0,0,5,4
La Paz,Pacajes,Callapa,YARIBAY,173,149,3,1,15,5,608,158,1,424,0,0,0,0,15,10
La Paz,Pacajes,Callapa,VILLA MERCEDES,32,23,1,1,7,0,122,4,0,35,0,6,0,0,72,5
La Paz,Pacajes,Callapa,CALTECA,91,80,1,0,9,1,293,40,0,186,0,9,0,0,49,9
La Paz,Pacajes,Callapa,MARCOMA,45,40,0,1,3,1,149,45,1,96,0,0,0,0,1,6
La Paz,Pacajes,Callapa,TULOMA,36,32,2,1,1,0,117,3,0,40,0,6,0,0,63,5
La Paz,Pacajes,Callapa,ROSA PATA YARIBAY,40,32,0,1,6,1,173,30,1,139,0,0,0,0,0,3
La Paz,Pacajes,Callapa,HUAYLLAPANTA,137,130,0,0,7,0,347,27,0,309,0,0,0,1,0,10
La Paz,Pacajes,Callapa,PUJRATA,131,118,3,2,7,1,599,82,0,490,0,1,0,0,7,19
La Paz,Pacajes,Callapa,LUPACAMAYA,35,30,1,0,4,0,114,15,0,96,0,0,0,0,1,2
La Paz,Pacajes,Callapa,HILATA GRANDE,278,220,11,7,37,3,1163,139,2,974,0,1,0,0,19,28
La Paz,Camacho,Puerto Acosta,AGUALLANI,24,21,1,0,2,0,107,12,0,93,0,0,0,0,0,2
La Paz,Camacho,Puerto Acosta,PASUJA JURINSAYA,37,32,0,0,5,0,133,18,1,114,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,CHACAHUARA,28,23,1,0,4,0,94,36,0,48,0,1,0,0,3,6
La Paz,Camacho,Puerto Acosta,CHACAQUI PRIMERO,12,11,0,0,1,0,66,11,0,53,0,0,0,0,1,1
La Paz,Camacho,Puerto Acosta,CHAMACATANI,15,14,0,0,1,0,44,7,0,37,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,COAZANI,24,21,0,0,3,0,74,11,0,57,0,0,0,0,4,2
La Paz,Camacho,Puerto Acosta,COLLERACANA,1,0,0,0,1,0,25,1,0,24,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,CRUZ PATA,27,23,1,0,3,0,99,25,1,70,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,JUPANI CHICO,43,32,1,1,5,4,125,8,0,111,0,0,0,0,4,2
La Paz,Camacho,Puerto Acosta,JUPANI GRANDE,93,72,2,7,9,3,344,13,0,321,0,0,0,0,7,3
La Paz,Camacho,Puerto Acosta,MILLISIA,5,2,0,0,3,0,47,3,0,43,0,0,0,0,1,0
La Paz,Camacho,Puerto Acosta,MUELLE,18,11,0,1,6,0,112,5,0,107,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,ORURILLO ALTO,66,60,1,2,3,0,178,13,0,159,0,0,0,0,3,3
La Paz,Camacho,Puerto Acosta,ORURILLO CENTRO,52,33,0,1,18,0,154,23,0,129,0,0,0,0,1,1
La Paz,Camacho,Puerto Acosta,ORURILLO GRANDE,23,15,2,0,5,1,70,6,0,63,0,0,0,0,1,0
La Paz,Camacho,Puerto Acosta,PAQUECHANI,22,21,0,0,1,0,110,34,0,72,0,0,0,0,0,4
La Paz,Camacho,Puerto Acosta,PICHARI,53,40,6,2,5,0,214,18,0,193,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,PIÑANI,47,40,1,0,6,0,138,2,0,129,0,0,0,0,1,6
La Paz,Camacho,Puerto Acosta,POCOCATA,75,61,2,0,11,1,308,11,0,293,0,0,0,0,3,1
La Paz,Camacho,Puerto Acosta,SUR POCARCATA,9,9,0,0,0,0,43,13,0,30,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,PUERTO ACOSTA,383,343,3,7,28,2,1359,732,5,591,0,0,0,0,9,22
La Paz,Camacho,Puerto Acosta,QUILUMBLAYA,24,23,0,1,0,0,102,24,0,73,0,0,0,0,1,4
La Paz,Camacho,Puerto Acosta,SAN JORGE VILLA CHACAQUI,16,15,1,0,0,0,87,10,1,73,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,COTAPATA,10,9,0,0,1,0,60,6,0,51,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,UPATA,11,10,0,0,1,0,64,7,0,53,0,0,0,0,0,4
La Paz,Camacho,Puerto Acosta,CHAPIA ACHULUNI,30,27,0,2,1,0,136,9,1,123,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,LLACHARAPI,23,19,1,0,3,0,128,15,1,98,0,0,0,0,10,4
La Paz,Camacho,Puerto Acosta,ACHUATA,20,15,1,0,4,0,131,21,0,108,0,0,0,0,1,1
La Paz,Camacho,Puerto Acosta,TAYPI CHIÑAYA B,21,19,1,0,1,0,63,1,0,61,0,0,0,0,0,1
La Paz,Camacho,Puerto Acosta,PASUJA PAMPA,36,24,9,2,1,0,183,7,1,171,0,0,0,0,1,3
La Paz,Camacho,Puerto Acosta,JUPI COTAPATA,18,18,0,0,0,0,72,15,0,55,0,0,0,0,0,2
La Paz,Camacho,Puerto Acosta,SALLACUCHO,73,55,6,0,10,2,257,10,0,224,0,0,0,0,14,9
La Paz,Camacho,Puerto Acosta,ALTO HUAYGUA,7,5,0,0,2,0,36,1,0,33,0,0,0,0,1,1
La Paz,Camacho,Puerto Acosta,MACHACAMARCA,27,20,0,0,7,0,111,17,0,93,0,0,0,0,0,1
La Paz,Camacho,Puerto Acosta,TAGACHI,13,6,1,0,6,0,56,4,0,50,0,0,0,0,0,2
La Paz,Camacho,Puerto Acosta,TAHATA,42,34,0,2,5,1,141,16,0,122,0,0,0,0,2,1
La Paz,Camacho,Puerto Acosta,TAHUACUYO,27,17,1,0,7,2,92,14,0,71,0,0,0,0,3,4
La Paz,Camacho,Puerto Acosta,WILACOLLO,30,22,1,0,7,0,89,0,0,86,0,0,0,0,2,1
La Paz,Camacho,Puerto Acosta,LLACHAPANI CURUJANI,2,2,0,0,0,0,17,6,0,11,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,PASUJA BELEN,32,29,0,1,2,0,131,33,0,91,0,0,0,0,1,6
La Paz,Camacho,Puerto Acosta,NORTE JANANSAYA,14,14,0,0,0,0,58,21,0,37,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,MAJALAYA,26,24,0,1,1,0,91,11,0,75,0,0,0,0,4,1
La Paz,Camacho,Puerto Acosta,TOTORANI PRIMERO,64,58,1,0,5,0,267,11,0,241,0,0,0,0,7,8
La Paz,Camacho,Puerto Acosta,UNAHUAYA,15,13,0,0,2,0,62,22,0,39,0,0,0,0,1,0
La Paz,Camacho,Puerto Acosta,VIRUPAYA,28,22,1,1,4,0,105,21,0,78,0,0,0,0,1,5
La Paz,Camacho,Puerto Acosta,PASUJA ULLUMATA,4,2,1,1,0,0,23,3,0,20,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,UMANATA,4,4,0,0,0,0,21,7,0,14,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,ALTO CHIJINI,53,44,1,1,6,1,139,3,0,131,0,0,0,0,2,3
La Paz,Camacho,Puerto Acosta,KELLAHUYO,116,90,2,0,23,1,310,2,0,290,0,0,0,0,7,11
La Paz,Camacho,Puerto Acosta,MULLUMARCA,35,23,0,1,11,0,104,5,0,93,0,2,0,0,1,3
La Paz,Camacho,Puerto Acosta,PURAPURANI,47,34,1,0,12,0,137,2,0,135,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,ANACO,31,29,0,0,2,0,138,15,0,120,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,IQUIPUNI,51,43,4,0,4,0,198,33,0,158,0,0,0,0,4,3
La Paz,Camacho,Puerto Acosta,JUPPI CARAMURI,23,20,2,1,0,0,115,14,0,95,0,0,0,0,2,4
La Paz,Camacho,Puerto Acosta,JUPI GRANDE,48,45,0,1,2,0,201,47,0,149,0,0,0,0,2,3
La Paz,Camacho,Puerto Acosta,JUPI TUMUYO,16,13,2,0,1,0,89,16,0,73,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,KELLISA,14,13,1,0,0,0,61,16,0,41,0,0,0,0,2,2
La Paz,Camacho,Puerto Acosta,PARAJACHI CENTRO,4,2,1,0,1,0,43,9,0,34,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,PARAJACHI SEGUNDO,25,25,0,0,0,0,118,29,0,84,0,0,0,0,0,5
La Paz,Camacho,Puerto Acosta,PARAJACHI PRIMERO,51,50,0,0,1,0,251,50,0,198,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,PUSANI,17,16,0,0,1,0,99,12,0,86,0,0,0,0,0,1
La Paz,Camacho,Puerto Acosta,CALANGACHI GRANDE,9,7,0,0,2,0,119,15,0,104,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,TANAVACAS,102,97,2,1,2,0,296,24,0,266,0,0,0,0,3,3
La Paz,Camacho,Puerto Acosta,VILLA FUTANI,11,11,0,0,0,0,61,14,1,45,0,0,0,0,1,0
La Paz,Camacho,Puerto Acosta,VILLA PARAJACHI,24,21,2,1,0,0,109,29,2,76,0,0,0,0,0,2
La Paz,Camacho,Puerto Acosta,WIQUIQUISA,17,16,0,0,1,0,70,8,0,57,0,0,0,0,0,5
La Paz,Camacho,Puerto Acosta,COAJACHI,44,40,0,0,4,0,143,37,0,98,0,0,0,0,0,8
La Paz,Camacho,Puerto Acosta,JUPI CALANGACHI,16,8,0,0,8,0,60,10,0,48,0,0,0,0,1,1
La Paz,Camacho,Puerto Acosta,CALANGANCHI CENTRO,8,7,0,1,0,0,74,14,1,58,0,0,0,0,1,0
La Paz,Camacho,Puerto Acosta,JUTIPAMPA,29,16,5,1,7,0,117,0,0,108,0,0,0,0,0,9
La Paz,Camacho,Puerto Acosta,RIO CHILUNI,40,31,2,2,5,0,135,1,0,128,0,0,0,0,2,4
La Paz,Camacho,Puerto Acosta,TAYPI PUJRACA,19,14,0,0,5,0,99,4,0,85,0,1,0,0,9,0
La Paz,Camacho,Puerto Acosta,TAYPI CHIÑAYA,77,57,1,1,17,1,314,39,0,258,0,2,0,0,4,11
La Paz,Camacho,Puerto Acosta,TAYPI JANKHO UMA,111,95,3,0,13,0,394,5,0,376,0,0,0,0,1,12
La Paz,Camacho,Puerto Acosta,TAYPI CALLINZANI,39,31,0,0,8,0,120,1,0,118,0,0,0,0,0,1
La Paz,Camacho,Puerto Acosta,ZONA CENTRO BELEN,40,29,5,1,3,2,162,9,1,148,0,0,0,0,3,1
La Paz,Camacho,Puerto Acosta,ZONA JUTIPAMPA,28,23,0,1,4,0,112,2,0,103,0,0,0,0,2,5
La Paz,Camacho,Puerto Acosta,ZONA RIO,24,19,0,3,2,0,127,0,0,119,0,0,0,0,2,6
La Paz,Camacho,Puerto Acosta,SAN JUAN DE CANCANANI,38,35,1,1,1,0,123,0,0,118,0,0,0,0,1,4
La Paz,Camacho,Puerto Acosta,TAYPI LLIJI LLIJI,40,39,0,0,1,0,133,3,0,127,0,0,0,0,1,2
La Paz,Camacho,Puerto Acosta,SUB CANCANANI,24,24,0,0,0,0,92,6,0,84,0,0,0,0,2,0
La Paz,Camacho,Mocomoco,CHILIUNI CACARAPI,36,31,1,0,4,0,113,0,0,106,0,0,0,0,0,7
La Paz,Camacho,Mocomoco,CHIÑISCO CHICO,20,17,0,0,3,0,65,3,0,61,0,0,0,0,0,1
La Paz,Camacho,Mocomoco,CHIÑISCO GRANDE,38,33,0,0,5,0,125,1,1,118,0,1,0,0,1,3
La Paz,Camacho,Mocomoco,CHAGUAYA,41,33,2,1,5,0,174,5,0,159,0,0,0,0,2,8
La Paz,Camacho,Mocomoco,AGIAL INGAS,18,10,0,0,7,1,69,25,15,25,0,0,0,0,3,1
La Paz,Camacho,Mocomoco,CAMIRAYA,18,17,0,0,1,0,82,2,0,71,0,0,0,0,0,9
La Paz,Camacho,Mocomoco,CANAHUAYA,23,19,0,1,3,0,57,7,3,47,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,AGIAL MOLLEBAMBA,9,8,0,0,1,0,52,1,0,49,0,0,0,0,1,1
La Paz,Camacho,Mocomoco,CHACAHUAYA,13,11,0,0,2,0,43,0,0,35,0,0,0,0,1,7
La Paz,Camacho,Mocomoco,CHAJRAYA,17,16,0,0,1,0,58,4,0,49,0,0,0,0,0,5
La Paz,Camacho,Mocomoco,CONAGUAYA TICASI,10,6,0,0,4,0,23,0,0,18,0,0,0,0,4,1
La Paz,Camacho,Mocomoco,CHIVITA,11,8,1,0,2,0,36,4,0,32,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,COTOSI,40,36,0,1,3,0,150,6,0,141,0,0,0,0,1,2
La Paz,Camacho,Mocomoco,INGAS,52,44,1,1,5,1,197,21,58,87,0,3,0,0,22,6
La Paz,Camacho,Mocomoco,LUJMA,37,32,1,1,3,0,97,51,2,41,0,0,0,0,0,3
La Paz,Camacho,Mocomoco,QUEÑI,31,25,0,0,5,1,118,3,0,112,0,0,0,0,2,1
La Paz,Camacho,Mocomoco,SANTIAGO PACORAYA,18,14,0,1,2,1,76,5,0,69,0,0,0,0,0,2
La Paz,Camacho,Mocomoco,CUMUSI,8,7,0,0,1,0,26,0,0,26,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,MOCOMOCO,120,90,9,5,11,5,505,267,8,208,0,0,0,0,10,12
La Paz,Camacho,Mocomoco,PUTINA COTAMASA,13,9,1,0,3,0,68,21,1,43,0,0,0,0,0,3
La Paz,Camacho,Mocomoco,LIANI,28,18,0,2,8,0,93,1,0,80,0,0,0,0,3,9
La Paz,Camacho,Mocomoco,CHUNCHUAMAYA,16,7,1,1,6,1,55,10,0,41,0,0,0,0,4,0
La Paz,Camacho,Mocomoco,COAJONI,6,6,0,0,0,0,30,0,0,26,0,0,0,0,2,2
La Paz,Camacho,Mocomoco,CHILILAYA,21,19,0,0,2,0,64,1,0,60,0,0,0,0,0,3
La Paz,Camacho,Mocomoco,SUCALAYA,11,10,0,0,1,0,51,4,0,46,0,0,0,0,0,1
La Paz,Camacho,Mocomoco,TICA TICA,17,13,1,1,2,0,49,0,0,45,0,0,0,0,2,2
La Paz,Camacho,Mocomoco,TISISA KEALLATA,28,18,0,1,9,0,63,0,1,59,0,0,0,0,0,3
La Paz,Camacho,Mocomoco,USURAYA,10,8,0,1,1,0,39,7,14,16,0,0,0,0,0,2
La Paz,Camacho,Mocomoco,TOCORAYA,47,37,0,0,10,0,172,16,1,148,0,0,0,0,4,3
La Paz,Camacho,Mocomoco,KAKARAYA,10,9,0,0,1,0,39,2,0,34,0,0,0,0,0,3
La Paz,Camacho,Mocomoco,NIÑIRAPI,23,18,0,1,4,0,85,3,0,75,0,1,0,0,3,3
La Paz,Camacho,Mocomoco,PUCARA SUPASANI,15,15,0,0,0,0,54,0,0,53,0,0,0,0,0,1
La Paz,Camacho,Mocomoco,SANCAKALA,23,20,2,0,1,0,64,0,0,60,0,0,0,0,1,3
La Paz,Camacho,Mocomoco,MARKAPATA,41,34,1,0,6,0,129,39,2,84,0,0,0,0,1,3
La Paz,Camacho,Mocomoco,BELEN COHACHIA,14,10,1,0,3,0,52,0,0,50,0,0,0,0,0,2
La Paz,Camacho,Mocomoco,MILLICHINA,20,18,1,0,1,0,103,9,0,91,0,0,0,0,2,1
La Paz,Camacho,Mocomoco,CHALLAGUAYA,17,16,0,0,1,0,59,0,0,57,0,0,0,0,0,2
La Paz,Camacho,Mocomoco,ACOPATA,35,30,0,0,5,0,110,0,0,72,0,3,0,0,25,10
La Paz,Camacho,Mocomoco,HUATACANA,11,9,1,0,1,0,45,2,0,40,0,0,0,0,1,2
La Paz,Camacho,Mocomoco,HUATASCAPA,8,7,0,0,1,0,85,7,1,73,0,1,0,0,3,0
La Paz,Camacho,Mocomoco,HUAYANCA,27,24,0,0,3,0,105,16,0,88,0,0,0,0,0,1
La Paz,Camacho,Mocomoco,HUYU HUYU,61,53,1,1,5,1,208,18,0,178,0,0,0,0,2,10
La Paz,Camacho,Mocomoco,ITALAQUE,53,36,10,1,3,3,346,159,2,147,0,2,0,1,24,11
La Paz,Camacho,Mocomoco,CARIQUIÑA PRIMERO,39,37,0,0,2,0,83,0,0,83,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,JUTILAYA GRANDE,21,19,0,0,2,0,79,1,0,78,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,POQUE,83,75,2,3,3,0,242,7,0,225,0,0,0,0,3,7
La Paz,Camacho,Mocomoco,CARIQUINA GRANDE,72,65,2,1,3,1,219,8,0,209,0,0,0,0,1,1
La Paz,Camacho,Mocomoco,CARIQUINA CHICO,32,28,1,0,3,0,134,19,0,110,0,0,0,0,2,3
La Paz,Camacho,Mocomoco,JUTILAYA,9,9,0,0,0,0,39,2,0,36,0,0,0,0,0,1
La Paz,Camacho,Mocomoco,SAN MIGUEL DE TACARACA,23,18,1,3,1,0,99,4,0,93,0,0,0,0,0,2
La Paz,Camacho,Mocomoco,TAYPI AYCA,76,63,0,1,12,0,316,29,0,277,0,0,0,0,1,9
La Paz,Camacho,Mocomoco,JUTILAYA PRIMERO,10,10,0,0,0,0,51,5,0,46,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,ITURRAYA,8,6,0,0,2,0,40,12,0,27,0,0,0,0,1,0
La Paz,Camacho,Mocomoco,SAPHIA,79,73,0,2,4,0,307,5,0,288,0,0,0,0,1,13
La Paz,Camacho,Mocomoco,CAJCACHI,134,91,5,10,24,4,405,9,0,375,0,1,0,0,12,8
La Paz,Camacho,Mocomoco,COLLACARA,8,8,0,0,0,0,77,8,0,69,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,KANCO,41,37,0,1,3,0,164,16,0,146,0,0,0,0,1,1
La Paz,Camacho,Mocomoco,WILASI,47,39,1,2,5,0,194,33,0,154,0,0,0,0,1,6
La Paz,Camacho,Mocomoco,PURANI,20,17,0,1,2,0,146,52,1,88,0,0,0,0,5,0
La Paz,Camacho,Mocomoco,TAJANI,88,72,2,0,13,1,357,39,0,306,0,0,0,0,5,7
La Paz,Camacho,Mocomoco,PATACUSI,48,42,0,0,6,0,175,19,1,147,0,0,0,0,0,8
La Paz,Camacho,Mocomoco,QUILIMA CHALLAPATA,116,85,0,0,31,0,362,2,1,343,0,0,0,0,4,12
La Paz,Camacho,Mocomoco,QUILIMA TITICACHI,98,81,3,4,10,0,284,5,0,272,0,0,0,0,3,4
La Paz,Camacho,Mocomoco,TITIJONI,45,38,1,0,5,1,136,4,0,125,0,0,0,0,3,4
La Paz,Camacho,Mocomoco,SUNCALLO,61,54,1,0,6,0,167,14,1,149,0,0,0,0,1,2
La Paz,Camacho,Mocomoco,JOTIJOTI,103,90,2,3,7,1,339,47,0,274,1,1,0,0,10,6
La Paz,Camacho,Mocomoco,CENTRO PUTINA,6,5,0,0,1,0,27,6,0,19,0,0,0,0,0,2
La Paz,Camacho,Mocomoco,ALTO YOCARHUAYA,76,65,2,1,6,2,222,21,1,178,0,0,0,0,8,14
La Paz,Camacho,Mocomoco,HUAYCAYAPU,34,32,0,0,2,0,134,6,0,127,0,0,0,0,0,1
La Paz,Camacho,Mocomoco,KULLKU PUNKU,36,30,0,3,3,0,127,7,4,113,0,0,0,0,1,2
La Paz,Camacho,Mocomoco,CENTRO YOCARHUAYA,2,2,0,0,0,0,7,2,0,5,0,0,0,0,0,0
La Paz,Camacho,Mocomoco,SEPITAHUYO,25,19,0,0,6,0,72,2,0,68,0,0,0,0,1,1
La Paz,Camacho,Mocomoco,SALAPATA,39,32,0,1,6,0,110,16,0,92,0,0,0,0,1,1
La Paz,Camacho,Mocomoco,PACAURES,43,38,0,0,4,1,156,15,0,140,0,0,0,0,0,1
La Paz,Camacho,Mocomoco,TUNTUNANI,41,25,4,2,10,0,203,10,0,189,0,0,0,0,3,1
La Paz,Camacho,Mocomoco,LAMBRAMANI,12,11,0,0,1,0,96,4,0,90,0,0,0,0,1,1
La Paz,Camacho,Mocomoco,PARIPAMPA,49,36,1,0,12,0,134,9,0,121,0,0,0,0,1,3
La Paz,Camacho,Mocomoco,PUNAMA,58,52,0,0,6,0,200,14,1,176,0,0,0,0,2,7
La Paz,Camacho,Mocomoco,SOLLOPHIA,16,13,0,0,3,0,68,2,0,62,0,0,0,0,0,4
La Paz,Camacho,Mocomoco,COTAPUNUJRE,17,17,0,0,0,0,67,1,0,61,0,0,0,0,2,3
La Paz,Camacho,Mocomoco,YOCARHUAYA,70,60,2,1,6,1,325,21,1,277,0,1,0,0,16,9
La Paz,Camacho,Mocomoco,MACHACAMARCA,81,64,2,3,10,2,243,18,0,212,0,0,0,0,4,9
