Departamento,Provincia,Municipio,Ciudad / Comunidad,Total Asistencia Escolar,"Si, auna pública","Si, a una privada","Si, a una de convenio",No asiste,Sin especificar,Total Idioma Aprendido,Castellano,Quechua,Aymara,Guaraní,Otros Idiomas Oficiales,Otros Idiomas,Idioma extranjero,Sin especificar,No habla
La Paz,Aroma,Sica Sica,JAMACHUMA,7,4,0,0,3,0,40,10,0,18,0,1,0,0,10,1
La Paz,Aroma,Sica Sica,CHILLIGUA,9,7,0,0,2,0,53,16,1,28,0,0,0,0,6,2
La Paz,Aroma,Sica Sica,AYAMAYA,224,198,5,4,17,0,779,332,2,403,0,2,0,0,17,23
La Paz,Aroma,Sica Sica,COTACOTANI,4,0,0,0,4,0,22,3,0,15,0,0,0,0,0,4
La Paz,Aroma,Sica Sica,VILLA EXALTACION,2,0,1,0,0,1,7,0,0,4,0,0,0,0,3,0
La Paz,Aroma,Sica Sica,LAHUACHACA,2002,1744,48,31,170,9,5874,3459,27,1894,0,16,0,4,204,270
La Paz,Aroma,Sica Sica,SURCAVITO,40,21,0,0,19,0,210,24,2,159,0,2,0,0,19,4
La Paz,Aroma,Sica Sica,MILLO,101,85,1,2,13,0,270,49,0,215,0,0,0,0,2,4
La Paz,Aroma,Sica Sica,HUAYCHANI,30,30,0,0,0,0,90,37,0,50,0,0,0,0,0,3
La Paz,Aroma,Sica Sica,CULLI CULLI ALTO,151,134,4,0,13,0,453,151,0,277,0,0,0,0,3,22
La Paz,Aroma,Sica Sica,CULLI CULLI BAJO,158,135,0,1,22,0,468,141,0,306,0,0,0,0,4,17
La Paz,Aroma,Sica Sica,QUESERIA,110,91,1,1,16,1,320,36,2,277,0,0,0,0,3,2
La Paz,Aroma,Sica Sica,CALA CALA PUJRAVI,101,90,3,2,6,0,293,138,1,141,0,0,0,0,1,12
La Paz,Aroma,Sica Sica,ALTO PUJRAVI,17,14,1,1,1,0,124,11,0,110,0,0,0,0,1,2
La Paz,Aroma,Sica Sica,BELEN,203,184,1,1,15,2,620,275,8,312,0,0,0,0,8,17
La Paz,Aroma,Sica Sica,COLPAPUCHO BELEN ALTO,101,90,2,0,9,0,357,47,3,295,0,0,0,0,0,12
La Paz,Aroma,Sica Sica,VILLA ESTEBAN ARCE,121,98,3,4,16,0,436,172,1,234,0,0,0,0,2,27
La Paz,Aroma,Sica Sica,ROMER KOTA,54,47,3,0,4,0,171,63,1,99,0,0,0,0,1,7
La Paz,Aroma,Sica Sica,ANTIPAMPA,72,59,5,2,6,0,241,47,0,187,0,0,0,0,2,5
La Paz,Aroma,Sica Sica,HUARACO,63,46,5,0,12,0,238,28,2,195,0,0,0,0,6,7
La Paz,Aroma,Sica Sica,ORIGINARIO CHECA BELEN,118,98,2,0,14,4,306,75,2,205,0,0,0,0,16,8
La Paz,Aroma,Sica Sica,JARUMA,30,23,0,0,7,0,79,16,0,59,0,0,0,0,1,3
La Paz,Aroma,Sica Sica,ACHAYA,73,63,0,1,9,0,245,21,1,217,0,0,0,0,0,6
La Paz,Aroma,Sica Sica,CAYACA,43,25,1,1,16,0,147,0,0,145,0,0,0,0,1,1
La Paz,Aroma,Sica Sica,IQUIACA,33,26,0,0,6,1,108,12,0,88,0,0,0,0,1,7
La Paz,Aroma,Sica Sica,LA RINCONADA,15,8,0,2,5,0,52,0,0,52,0,0,0,0,0,0
La Paz,Aroma,Sica Sica,LAQUIRAYA,64,50,3,0,11,0,192,0,0,187,0,0,0,0,1,4
La Paz,Aroma,Sica Sica,MURMUNTANI,22,20,1,1,0,0,73,16,0,51,0,0,0,0,1,5
La Paz,Aroma,Sica Sica,TAUCA,54,41,1,0,12,0,187,16,0,165,0,1,0,0,1,4
La Paz,Aroma,Sica Sica,SANTARI,127,106,1,1,19,0,387,10,0,365,0,0,0,0,1,11
La Paz,Aroma,Sica Sica,AROMA,101,82,2,2,14,1,270,22,1,236,0,0,0,0,6,5
La Paz,Aroma,Sica Sica,OJTAYA,37,30,0,1,6,0,106,35,0,69,0,0,0,0,0,2
La Paz,Aroma,Sica Sica,ACHAYAPU,16,15,0,0,1,0,103,11,1,90,0,0,0,0,0,1
La Paz,Aroma,Sica Sica,APJAPURI SANTA ROSA,33,22,1,2,8,0,115,1,0,110,0,0,0,0,2,2
La Paz,Aroma,Sica Sica,VILUYO GRANDE,56,51,2,0,3,0,176,13,0,159,0,0,0,0,1,3
La Paz,Aroma,Sica Sica,VENTILLA,3,2,1,0,0,0,10,2,0,8,0,0,0,0,0,0
La Paz,Aroma,Sica Sica,SANTIAGO DE HUITO,16,15,0,0,1,0,59,30,0,26,0,0,0,0,0,3
La Paz,Aroma,Sica Sica,CATAVI,239,207,11,4,17,0,664,29,1,590,0,0,0,0,13,31
La Paz,Aroma,Sica Sica,AYZACOLLO,191,155,5,7,18,6,725,244,6,439,0,1,0,0,15,20
La Paz,Aroma,Sica Sica,HUANOCOLLO,191,152,7,5,26,1,656,130,6,493,0,0,0,0,7,20
La Paz,Aroma,Sica Sica,CONCHAMARCA,43,30,0,0,11,2,234,26,1,192,0,0,0,0,4,11
La Paz,Aroma,Sica Sica,KULLUHUMA,83,66,1,2,9,5,277,54,3,200,0,0,0,1,12,7
La Paz,Aroma,Sica Sica,KONANI,314,270,7,5,31,1,960,492,9,395,0,0,0,0,14,50
La Paz,Aroma,Sica Sica,PUCARA,106,89,3,2,12,0,371,25,1,328,0,0,0,0,3,14
La Paz,Aroma,Sica Sica,TARUCA MARCA,103,86,3,2,9,3,381,82,2,288,0,0,0,0,3,6
La Paz,Aroma,Sica Sica,VILAQUE,126,116,1,1,8,0,436,116,3,301,0,1,0,1,6,8
La Paz,Aroma,Sica Sica,CALA CALA,683,543,34,17,82,7,2087,640,10,1266,0,5,0,0,61,105
La Paz,Aroma,Sica Sica,POSOCONI,37,34,1,0,2,0,114,23,0,87,0,0,0,0,0,4
La Paz,Aroma,Sica Sica,MILLA MILLA,109,82,3,6,18,0,366,32,1,319,0,1,0,0,3,10
La Paz,Aroma,Sica Sica,SINDICATO AGRARIO IMILLA IMILLA,15,12,0,1,2,0,66,10,1,54,0,0,0,0,0,1
La Paz,Aroma,Sica Sica,KAJANI,62,55,0,3,4,0,182,11,1,167,0,0,0,0,1,2
La Paz,Aroma,Sica Sica,SALLA,4,2,0,0,2,0,45,0,0,42,0,0,0,0,3,0
La Paz,Aroma,Sica Sica,TAMBO,17,14,0,0,3,0,105,12,1,88,0,1,0,0,1,2
La Paz,Aroma,Sica Sica,TAPARASI,10,9,0,1,0,0,31,0,0,31,0,0,0,0,0,0
La Paz,Aroma,Sica Sica,TOLOMA,103,88,3,2,10,0,326,30,0,282,0,0,0,0,3,11
La Paz,Aroma,Sica Sica,VILA VILA,28,24,0,0,4,0,91,4,0,84,0,0,0,0,0,3
La Paz,Aroma,Sica Sica,CALLARI ALTO,1,1,0,0,0,0,8,2,0,5,0,0,0,0,1,0
La Paz,Aroma,Sica Sica,PANDURO,293,263,4,4,20,2,894,433,3,404,0,0,0,0,11,43
La Paz,Aroma,Sica Sica,VILLA CAICONI,87,70,0,0,15,2,246,35,3,183,0,0,0,0,5,20
La Paz,Aroma,Sica Sica,CARBUYO JALSURI,68,55,0,1,12,0,221,106,2,104,0,0,0,0,1,8
La Paz,Aroma,Sica Sica,LEQUEPAMPA,71,59,0,0,12,0,197,42,1,147,0,0,0,0,3,4
La Paz,Aroma,Sica Sica,CHUACOLLO CHICO,31,25,2,1,3,0,116,9,1,102,0,0,0,0,1,3
La Paz,Aroma,Sica Sica,VILUYO CHICO,102,68,1,3,27,3,363,69,4,258,0,0,0,0,14,18
La Paz,Aroma,Sica Sica,CHUACOLLO GRANDE,75,63,0,1,11,0,278,17,0,247,0,0,0,0,4,10
La Paz,Aroma,Sica Sica,ANGOSTURA,67,53,4,2,8,0,231,25,3,196,0,0,0,0,1,6
La Paz,Aroma,Sica Sica,MACHACAMARCA,121,93,0,7,21,0,324,38,3,266,0,0,0,0,1,16
La Paz,Aroma,Sica Sica,PACHALLAQUI,39,32,1,0,6,0,95,1,0,91,0,0,0,0,2,1
La Paz,Aroma,Sica Sica,ALTO COLLANA,90,59,3,0,25,3,208,8,0,195,0,0,0,0,3,2
La Paz,Aroma,Sica Sica,JANKOKOLLO,26,23,0,0,3,0,94,6,1,82,0,0,0,0,3,2
La Paz,Aroma,Sica Sica,LLOJLLA CHICO,68,49,2,1,16,0,213,35,0,167,0,0,0,0,1,10
La Paz,Aroma,Sica Sica,LLOJLLA GRANDE,63,52,2,1,8,0,204,25,1,170,0,0,0,0,0,8
La Paz,Aroma,Sica Sica,VILLA TOLOMA,46,34,1,0,11,0,127,0,0,121,0,0,0,0,1,5
La Paz,Aroma,Umala,CARACHUYO,41,37,2,0,2,0,162,77,1,77,0,0,0,0,1,6
La Paz,Aroma,Umala,HUARY CHULLPA,12,8,0,0,0,4,67,3,0,62,0,0,0,0,0,2
La Paz,Aroma,Umala,TOLOMA,65,48,1,2,10,4,318,135,1,168,0,0,0,0,8,6
La Paz,Aroma,Umala,UMALA,38,32,2,3,1,0,220,147,0,68,0,0,0,0,2,3
La Paz,Aroma,Umala,CAIRIRI,46,38,0,2,5,1,174,58,3,105,0,0,0,0,4,4
La Paz,Aroma,Umala,POZOCANI,17,12,1,0,3,1,76,32,0,38,0,0,0,0,3,3
La Paz,Aroma,Umala,SALLACIRCA,39,28,5,4,1,1,183,50,2,109,0,3,0,0,12,7
La Paz,Aroma,Umala,VILLA ROMERO PAMPA,42,35,0,0,7,0,134,78,2,48,0,0,0,0,3,3
La Paz,Aroma,Umala,VILLA REMEDIOS,9,5,0,0,2,2,130,37,0,82,0,0,0,0,9,2
La Paz,Aroma,Umala,FINAYA,15,12,0,0,3,0,98,25,0,71,0,0,0,0,0,2
La Paz,Aroma,Umala,CAÑAVIRI,110,77,14,1,14,4,605,270,2,306,0,0,0,0,15,12
La Paz,Aroma,Umala,PUCHUNI,15,13,0,0,2,0,42,1,0,40,0,0,0,0,0,1
La Paz,Aroma,Umala,UMACURU,5,4,0,0,1,0,49,1,0,47,0,0,0,0,1,0
La Paz,Aroma,Umala,CHIRIJIRI,8,6,0,1,1,0,34,0,0,32,0,0,0,0,1,1
La Paz,Aroma,Umala,LAURANI,28,23,1,0,4,0,76,6,0,67,0,0,0,0,0,3
La Paz,Aroma,Umala,PAYAMAYA,29,27,1,0,1,0,97,32,0,59,0,0,0,0,3,3
La Paz,Aroma,Umala,CURUNI,31,27,1,1,2,0,89,45,0,38,0,0,0,0,0,6
La Paz,Aroma,Umala,MAHUANCANI,45,42,0,1,2,0,142,51,0,87,0,0,0,0,1,3
La Paz,Aroma,Umala,SIRUJIRI,46,45,0,0,1,0,151,1,0,140,0,0,0,0,4,6
La Paz,Aroma,Umala,TOLERANI,24,23,1,0,0,0,80,7,0,69,0,0,0,0,4,0
La Paz,Aroma,Umala,UMACHUCO,31,29,2,0,0,0,135,34,0,96,0,0,0,0,2,3
La Paz,Aroma,Umala,VINTO COOPANI,18,12,1,0,5,0,89,3,1,81,0,1,0,0,2,1
La Paz,Aroma,Umala,VILLA TOLERANI,49,41,0,2,6,0,213,35,0,167,0,0,0,0,3,8
La Paz,Aroma,Umala,LLANGA BELEN,48,44,2,0,2,0,200,63,0,131,0,0,0,0,1,5
La Paz,Aroma,Umala,IÑACAMAYA,80,65,7,3,5,0,302,127,3,162,0,0,0,0,2,8
La Paz,Aroma,Umala,THOLA CIRCA,31,25,0,5,1,0,158,65,4,89,0,0,0,0,0,0
La Paz,Aroma,Umala,SAN JUAN DE SIRCA,54,46,0,0,8,0,238,62,9,152,0,0,0,0,2,13
La Paz,Aroma,Umala,YAHURICHAMBI,20,18,0,0,1,1,138,22,0,110,0,0,0,0,2,4
La Paz,Aroma,Umala,LUQUIAMAYA,63,58,1,0,4,0,188,41,3,128,0,0,0,0,5,11
La Paz,Aroma,Umala,NIQUELA,25,23,0,1,1,0,97,22,0,68,0,0,0,0,1,6
La Paz,Aroma,Umala,PATIHIPI,20,20,0,0,0,0,64,22,0,38,0,0,0,0,0,4
La Paz,Aroma,Umala,PAWI PAMPA,12,10,0,0,1,1,64,14,0,44,0,1,0,0,2,3
La Paz,Aroma,Umala,SIPA AYWIRI PHITY,14,13,0,0,1,0,59,17,0,41,0,0,0,0,0,1
La Paz,Aroma,Umala,TARCAVI,42,32,2,1,4,3,133,25,0,102,0,0,0,0,2,4
La Paz,Aroma,Umala,CHAMBIJOHUMA,36,26,1,2,7,0,121,20,1,95,0,0,0,0,1,4
La Paz,Aroma,Umala,SHIPA PAMPA,16,15,0,0,1,0,50,27,0,20,0,0,0,0,0,3
La Paz,Aroma,Umala,PUERTO HUARI BELEN,53,46,2,1,4,0,181,68,0,102,0,0,0,1,2,8
La Paz,Aroma,Umala,CHOJNACOLLO,15,13,0,0,2,0,60,9,0,49,0,0,0,0,1,1
La Paz,Aroma,Umala,THOLA HUANCARAMA,19,17,1,0,1,0,86,16,0,63,0,0,0,0,0,7
La Paz,Aroma,Umala,CAILLA CHURU,33,29,1,0,3,0,137,35,2,100,0,0,0,0,0,0
La Paz,Aroma,Umala,CULTANI,15,12,1,0,2,0,88,18,1,68,0,0,0,0,0,1
La Paz,Aroma,Umala,VITUY VINTO,23,21,0,0,2,0,119,19,1,81,0,1,0,0,16,1
La Paz,Aroma,Umala,HUAYLLAROCO,31,30,0,0,1,0,100,18,1,76,0,0,0,0,0,5
La Paz,Aroma,Umala,MAKA SULLKUTA,24,17,0,0,3,4,108,34,3,60,0,1,0,0,7,3
La Paz,Aroma,Umala,IRAMAYA,19,13,2,1,3,0,96,26,0,66,0,0,0,0,0,4
La Paz,Aroma,Umala,CAYLLA HUANCARAMA,17,14,1,2,0,0,69,17,0,51,0,0,0,0,1,0
La Paz,Aroma,Umala,PUSUCANI,49,44,2,0,1,2,201,73,1,119,0,0,0,0,2,6
La Paz,Aroma,Umala,SAN MIGUEL DE COPANI,41,37,1,1,2,0,185,57,0,121,0,0,0,0,2,5
La Paz,Aroma,Umala,ASUNCION DE HUANCAROMA,74,69,1,0,4,0,178,21,0,151,0,0,0,0,0,6
La Paz,Aroma,Umala,POMPOSILLO,17,14,0,0,3,0,62,0,0,62,0,0,0,0,0,0
La Paz,Aroma,Umala,CHANCA HUAYTO,30,26,1,0,3,0,136,43,0,87,0,0,0,0,1,5
La Paz,Aroma,Umala,CHAÑOKAHUA,29,26,0,0,3,0,106,18,0,83,0,0,0,0,0,5
La Paz,Aroma,Umala,HUAYLLANI,40,32,0,0,8,0,135,6,0,121,0,0,0,0,0,8
La Paz,Aroma,Umala,CHAPICOLLO,27,22,1,0,4,0,83,15,0,63,0,0,0,0,2,3
La Paz,Aroma,Umala,IQUITANGA,8,6,0,0,2,0,24,3,0,21,0,0,0,0,0,0
La Paz,Aroma,Umala,YOROXA,23,23,0,0,0,0,77,11,2,62,0,0,0,0,1,1
La Paz,Aroma,Umala,ACONI,21,16,0,0,5,0,58,12,0,44,0,0,0,0,0,2
La Paz,Aroma,Umala,CALLANCANI,40,36,0,0,4,0,112,12,0,96,0,0,0,0,0,4
La Paz,Aroma,Umala,HUACALLIA,18,13,2,1,2,0,42,1,0,41,0,0,0,0,0,0
La Paz,Aroma,Umala,VILAQUE,21,18,1,0,2,0,70,26,0,40,0,0,0,0,3,1
La Paz,Aroma,Umala,KELLHUIRI,32,32,0,0,0,0,117,9,0,102,0,0,0,0,1,5
La Paz,Aroma,Umala,SAN PEDRO DE LLUJTURI,20,15,0,0,5,0,65,18,0,44,0,0,0,0,0,3
La Paz,Aroma,Umala,CACAHUALLO,53,46,0,0,6,1,153,36,2,105,0,0,0,0,3,7
La Paz,Aroma,Umala,CALACACHI CUTIMPO,23,21,1,0,1,0,75,14,0,56,0,0,0,0,0,5
La Paz,Aroma,Umala,PURACAÑA,8,6,0,0,2,0,46,10,0,33,0,0,0,0,0,3
La Paz,Aroma,Umala,SANTIAGO DE LUPIPI,17,13,0,1,2,1,66,5,0,56,0,0,0,0,3,2
La Paz,Aroma,Umala,SAN JOSE,68,57,1,2,8,0,211,71,3,124,0,0,0,0,0,13
La Paz,Aroma,Umala,INCAMAYA,36,32,0,0,4,0,141,48,0,89,0,0,0,0,0,4
La Paz,Aroma,Umala,SABILANI,28,25,1,0,2,0,107,54,0,47,0,1,0,0,1,4
La Paz,Aroma,Umala,THOLA THIA,21,18,0,0,3,0,72,34,1,32,0,0,0,0,0,5
La Paz,Aroma,Umala,KALLUNIMAYA,35,27,4,2,2,0,117,56,0,54,0,0,0,0,0,7
La Paz,Aroma,Umala,ESPIRITU WILLKE,8,6,1,0,1,0,44,17,0,26,0,0,0,0,0,1
La Paz,Aroma,Ayo Ayo,AYO AYO,195,159,9,3,23,1,698,434,2,234,0,0,0,0,15,13
La Paz,Aroma,Ayo Ayo,POMASARA,141,125,1,0,15,0,419,82,0,314,0,0,0,0,2,21
La Paz,Aroma,Ayo Ayo,ARACA,110,87,4,2,17,0,395,61,1,316,0,0,0,0,5,12
La Paz,Aroma,Ayo Ayo,SULLCAVI,134,98,23,2,9,2,474,119,2,338,0,0,0,0,7,8
La Paz,Aroma,Ayo Ayo,HUMATOMA,82,52,22,1,7,0,295,151,0,132,0,0,0,0,1,11
La Paz,Aroma,Ayo Ayo,CALAMOLLO,42,38,2,0,2,0,147,22,0,121,0,0,0,0,1,3
La Paz,Aroma,Ayo Ayo,POMASARA MAMANIRI,50,44,1,0,5,0,183,95,0,81,0,0,0,0,0,7
La Paz,Aroma,Ayo Ayo,QUILLCOMA LLUJTURI,257,214,3,5,33,2,700,104,1,572,0,0,0,0,5,18
La Paz,Aroma,Ayo Ayo,VILLA SANTIAGO DE COLLUTA,15,11,2,0,1,1,96,25,1,69,0,0,0,0,1,0
La Paz,Aroma,Ayo Ayo,ALTO POMANI,135,115,1,1,16,2,547,72,1,462,0,0,0,0,6,6
La Paz,Aroma,Ayo Ayo,POMANI,188,169,2,2,13,2,653,137,1,494,0,0,0,0,4,17
La Paz,Aroma,Ayo Ayo,VILLA EL CARMEN,311,262,6,2,41,0,995,329,0,591,0,3,0,0,37,35
La Paz,Aroma,Ayo Ayo,SAN MIGUEL,67,55,0,0,11,1,219,51,0,157,0,0,0,0,1,10
La Paz,Aroma,Ayo Ayo,TARA TARANI,6,0,0,0,6,0,9,0,0,8,0,0,0,0,1,0
La Paz,Aroma,Ayo Ayo,COLLANA TOLAR,62,50,2,0,10,0,205,105,0,87,0,0,0,0,2,11
La Paz,Aroma,Ayo Ayo,TOLAR,69,54,0,1,14,0,237,166,3,51,0,0,0,1,5,11
La Paz,Aroma,Ayo Ayo,TARACOLLO,17,14,0,0,3,0,62,18,0,41,0,0,0,0,2,1
La Paz,Aroma,Ayo Ayo,COLLANA,154,120,7,5,18,4,590,358,1,202,0,0,0,0,13,16
La Paz,Aroma,Ayo Ayo,CHALLAPATA,11,8,0,0,3,0,49,14,0,31,0,0,0,0,1,3
La Paz,Aroma,Ayo Ayo,MAJITA,11,10,0,0,1,0,38,15,0,20,0,0,0,0,3,0
La Paz,Aroma,Ayo Ayo,TUNTUMAYU,22,16,0,0,6,0,114,46,0,59,0,0,0,0,0,9
La Paz,Aroma,Ayo Ayo,WICHICOLLO,75,62,3,1,9,0,191,98,1,82,0,0,0,0,0,10
La Paz,Aroma,Ayo Ayo,COLLANA TARACOLLO,41,35,0,0,6,0,149,56,0,83,0,0,0,0,3,7
La Paz,Aroma,Ayo Ayo,CUMBRE VILACOTA,8,6,0,0,2,0,27,14,0,11,0,0,0,0,0,2
La Paz,Aroma,Ayo Ayo,HUALLCOTA,34,29,0,0,5,0,158,36,1,118,0,0,0,0,0,3
La Paz,Aroma,Ayo Ayo,ZAPAROMA,56,51,0,0,5,0,148,57,0,85,0,0,0,0,0,6
La Paz,Aroma,Calamarca,CALAMARCA,392,350,7,6,28,1,1466,867,0,529,0,1,0,0,18,51
La Paz,Aroma,Calamarca,PIZACAVIÑA,111,76,0,18,16,1,330,48,0,272,0,0,0,0,1,9
La Paz,Aroma,Calamarca,IRUMA PUMANI,57,48,0,5,2,2,201,30,1,165,0,0,0,0,3,2
La Paz,Aroma,Calamarca,JUCURI,81,72,0,5,4,0,179,18,0,159,0,0,0,0,2,0
La Paz,Aroma,Calamarca,SUCANAVI,84,64,3,2,15,0,292,64,0,200,0,0,0,0,25,3
La Paz,Aroma,Calamarca,TOTORANI,64,31,0,0,8,25,258,31,0,148,0,0,0,0,68,11
La Paz,Aroma,Calamarca,VENTILLA,38,30,0,2,6,0,205,24,0,174,0,0,0,0,0,7
La Paz,Aroma,Calamarca,SIVICANI,65,60,2,0,3,0,231,48,0,179,0,0,0,0,0,4
La Paz,Aroma,Calamarca,KOKATA,80,65,2,3,10,0,276,55,0,214,0,0,0,0,0,7
La Paz,Aroma,Calamarca,CAÑUMA,191,159,10,9,11,2,619,189,0,410,0,0,0,0,8,12
La Paz,Aroma,Calamarca,HICHURAYA,80,65,1,1,11,2,256,53,0,198,0,0,0,0,1,4
La Paz,Aroma,Calamarca,LLUJTURI,77,72,0,1,3,1,231,57,0,168,0,0,0,0,1,5
La Paz,Aroma,Calamarca,TAYPIPAMPA,89,73,1,1,14,0,335,71,1,234,0,0,0,0,24,5
La Paz,Aroma,Calamarca,AJOYA,47,41,0,0,6,0,175,18,1,137,0,0,0,0,11,8
La Paz,Aroma,Calamarca,JACHA JAWIRA,56,49,0,1,6,0,222,112,0,101,0,0,0,0,3,6
La Paz,Aroma,Calamarca,JACHASIRCA,23,19,1,0,1,2,88,20,0,65,0,0,0,0,1,2
La Paz,Aroma,Calamarca,SIVINCANI,60,54,2,1,3,0,170,62,0,98,0,0,0,0,4,6
La Paz,Aroma,Calamarca,SAN ANTONIO,438,381,8,9,39,1,1339,587,1,686,0,2,0,0,30,33
La Paz,Aroma,Calamarca,SENKATA ALTA,270,235,4,1,29,1,810,109,4,646,0,0,0,0,18,33
La Paz,Aroma,Calamarca,COSMINI,140,115,9,3,13,0,382,153,0,221,0,0,0,0,1,7
La Paz,Aroma,Calamarca,ROMEROPAMPA,98,89,0,2,6,1,312,106,0,195,0,0,0,0,5,6
La Paz,Aroma,Calamarca,LLAJMAPAMPA,95,76,3,3,13,0,286,94,3,178,0,1,0,0,2,8
La Paz,Aroma,Calamarca,CHORITOTORA,96,79,2,1,12,2,351,5,0,243,2,16,0,0,80,5
La Paz,Aroma,Calamarca,NINACHO,56,52,1,0,3,0,181,12,0,162,0,0,0,0,1,6
La Paz,Aroma,Calamarca,VILLA EL CARMEN CALUYO,152,132,3,1,16,0,516,155,2,339,0,1,0,0,3,16
La Paz,Aroma,Calamarca,CHOCOROSI,248,202,8,4,30,4,725,61,0,634,0,1,0,0,6,23
La Paz,Aroma,Calamarca,PASTO GRANDE,54,44,3,0,6,1,193,16,0,165,0,0,0,0,9,3
La Paz,Aroma,Calamarca,SIVINCANI,32,31,0,0,1,0,102,39,0,61,0,0,0,0,1,1
La Paz,Aroma,Calamarca,HUAYHUASI,235,202,1,2,29,1,709,203,0,474,0,0,0,0,2,30
La Paz,Aroma,Calamarca,FINAYA,45,38,0,1,6,0,142,27,1,99,0,0,0,0,9,6
La Paz,Aroma,Calamarca,KHUNU KHUNU,42,36,2,0,3,1,140,39,0,82,0,0,0,0,15,4
La Paz,Aroma,Calamarca,VILAQUE COPATA,167,137,8,0,20,2,588,166,1,345,0,3,0,0,52,21
La Paz,Aroma,Calamarca,NUEVA URBANIZACION VILAQUE COPATA,40,37,0,0,3,0,103,61,0,38,0,0,0,1,1,2
La Paz,Aroma,Patacamaya,CAUCHI,22,22,0,0,0,0,74,33,0,38,0,0,0,0,0,3
La Paz,Aroma,Patacamaya,TAYPILLANGA,111,98,2,4,7,0,322,127,0,182,0,0,0,0,4,9
La Paz,Aroma,Patacamaya,JOKHO PAMPA,53,49,0,0,4,0,232,68,1,158,0,0,0,0,1,4
La Paz,Aroma,Patacamaya,PATACAMAYA,3797,2818,218,229,507,25,11249,6849,99,3577,2,16,0,8,177,521
La Paz,Aroma,Patacamaya,PATACAMAYA (DISPERSO),29,27,1,1,0,0,129,48,0,77,0,0,0,0,2,2
La Paz,Aroma,Patacamaya,PAIRUMANI GRANDE,88,68,4,0,16,0,268,70,0,168,0,0,0,0,19,11
La Paz,Aroma,Patacamaya,IRO CENTRO,29,27,0,0,1,1,90,47,0,39,0,1,0,0,0,3
La Paz,Aroma,Patacamaya,VENTILLA,45,41,0,0,4,0,108,42,0,62,0,0,0,0,0,4
La Paz,Aroma,Patacamaya,CAUCHI FRENTE,37,33,0,0,4,0,99,38,0,56,0,0,0,0,2,3
La Paz,Aroma,Patacamaya,CAUCHI TITIRI,53,40,2,4,6,1,163,36,1,113,0,0,0,0,7,6
La Paz,Aroma,Patacamaya,FRENTE TAYPILLANGA,84,75,0,2,6,1,202,101,0,85,0,0,0,0,1,15
La Paz,Aroma,Patacamaya,KETO TAYPILLANGA,59,48,2,1,5,3,183,105,0,60,0,1,0,0,14,3
La Paz,Aroma,Patacamaya,COCHINITOS,113,95,2,3,13,0,344,107,2,222,0,0,0,0,2,11
La Paz,Aroma,Patacamaya,YAURUTA,10,8,0,0,2,0,34,1,0,33,0,0,0,0,0,0
La Paz,Aroma,Patacamaya,ALTO LLANGA,52,44,1,0,6,1,177,51,0,120,0,0,0,0,2,4
La Paz,Aroma,Patacamaya,EXPERIMENTAL LLANGA,43,33,3,0,6,1,130,63,0,64,0,0,0,0,2,1
La Paz,Aroma,Patacamaya,SANTIAGO LLANGA,60,54,1,0,5,0,161,69,0,87,0,0,0,0,1,4
La Paz,Aroma,Patacamaya,SUR LLANGA,57,49,0,0,7,1,180,90,0,86,0,0,0,0,2,2
La Paz,Aroma,Patacamaya,SAN JUAN CULTA,70,62,1,1,4,2,203,79,0,114,0,0,0,0,4,6
La Paz,Aroma,Patacamaya,CHACOMA,147,122,6,1,18,0,505,67,3,419,0,0,0,0,6,10
La Paz,Aroma,Patacamaya,THAKAT KALA,31,27,1,0,3,0,92,30,2,58,0,0,0,0,0,2
La Paz,Aroma,Patacamaya,TOLEHERANA,15,10,1,0,4,0,51,15,0,35,0,0,0,0,1,0
La Paz,Aroma,Patacamaya,CHAIRUMANI,111,73,4,2,17,15,494,161,1,251,0,1,0,0,65,15
La Paz,Aroma,Patacamaya,MURUCHAPI,40,35,0,0,4,1,128,14,0,107,0,0,0,0,4,3
La Paz,Aroma,Patacamaya,TIRACOMA,24,21,1,0,1,1,74,35,0,38,0,0,0,0,1,0
La Paz,Aroma,Patacamaya,HUANA JAHUIRA,6,4,2,0,0,0,41,13,0,25,0,0,0,0,1,2
La Paz,Aroma,Patacamaya,MACHAC HUYO,14,12,0,0,2,0,91,13,0,73,0,0,0,0,1,4
La Paz,Aroma,Patacamaya,VILLA QUISHUARANI,17,13,0,0,4,0,75,27,0,42,0,0,0,0,1,5
La Paz,Aroma,Patacamaya,ALTO PATACAMAYA,34,28,0,0,6,0,141,44,3,92,0,0,0,0,0,2
La Paz,Aroma,Patacamaya,TARMAYA,47,37,2,0,8,0,179,61,0,113,0,0,0,0,2,3
La Paz,Aroma,Patacamaya,JATUQUIRA,30,28,0,0,2,0,109,32,0,67,0,0,0,0,0,10
La Paz,Aroma,Patacamaya,CHIARAQUE,62,51,2,1,7,1,325,36,3,275,0,0,0,0,2,9
La Paz,Aroma,Patacamaya,HUARIPUJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz,Aroma,Patacamaya,CHUSICANI,71,52,5,3,7,4,292,27,0,255,0,0,0,0,8,2
La Paz,Aroma,Patacamaya,MANZANANI,43,38,1,0,3,1,139,45,2,84,0,0,0,0,1,7
La Paz,Aroma,Patacamaya,VICARANI,28,24,0,2,1,1,117,6,0,104,0,0,0,0,3,4
