Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,Cañería de red,Pileta pública,Carro repartidor (aguatero),Pozo o noria con bomba,Pozo o noria sin bomba,"Lluvia, río, vertiente, acequia","Lago, laguna, curichi",Total,Al alcantarillado,A una cámara séptica,A un pozo ciego,A la calle,"A la quebrada, río","A un lago, laguna, curichi",Total,Red de empresa eléctrica (servicio público),Motor propio,Panel solar,Otra,No tiene
La Paz,Bautista Saavedra,Curva,SANACHI,23,0,20,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
La Paz,Bautista Saavedra,Curva,PULIPATA,13,4,4,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,9,1,3
La Paz,Bautista Saavedra,Curva,LAGUNILLAS,73,71,2,0,0,0,0,0,0,0,0,0,0,0,0,73,40,0,1,0,32
La Paz,Bautista Saavedra,Curva,TAYPI CAÑUMA,220,66,18,0,9,108,9,10,20,2,0,18,0,0,0,220,63,1,11,23,122
La Paz,Bautista Saavedra,Curva,UPINHUAYA,89,70,16,0,0,0,3,0,6,0,2,4,0,0,0,89,45,0,0,0,44
La Paz,Manco Kapac,Copacabana,ALTO SAN PEDRO,46,27,2,0,0,5,11,1,19,0,0,19,0,0,0,46,37,0,0,0,9
La Paz,Manco Kapac,Copacabana,CHAMACANI,46,35,0,0,6,5,0,0,14,4,0,10,0,0,0,46,27,0,0,0,19
La Paz,Manco Kapac,Copacabana,CHAÑI,92,87,4,0,0,0,1,0,50,0,6,44,0,0,0,92,69,0,0,0,23
La Paz,Manco Kapac,Copacabana,CHAAPAMPA,49,5,0,0,2,2,32,8,21,1,3,16,1,0,0,49,35,0,0,0,14
La Paz,Manco Kapac,Copacabana,CUSIJATA,125,101,12,0,1,10,1,0,102,0,1,101,0,0,0,125,106,1,1,0,17
La Paz,Manco Kapac,Copacabana,HUACUYO,217,129,38,0,1,37,11,1,10,0,1,9,0,0,0,217,152,0,0,0,65
La Paz,Manco Kapac,Copacabana,HUAYRA SUCUPA,74,8,0,0,5,23,38,0,36,0,0,36,0,0,0,74,59,0,0,0,15
La Paz,Manco Kapac,Copacabana,CHISSI,132,109,12,0,0,0,11,0,104,0,3,100,1,0,0,132,99,0,0,0,33
La Paz,Manco Kapac,Copacabana,MARCA KOSCO,59,22,15,0,2,11,5,4,19,0,3,16,0,0,0,59,30,1,0,1,27
La Paz,Manco Kapac,Copacabana,SAN MIGUEL DE HUECO,59,45,5,0,0,8,1,0,30,0,0,30,0,0,0,59,41,0,0,0,18
La Paz,Manco Kapac,Copacabana,SOPOCACHI,34,25,1,0,0,7,1,0,21,0,0,21,0,0,0,34,24,0,0,0,10
La Paz,Manco Kapac,Copacabana,TOCOPA,89,60,3,0,0,16,10,0,46,0,1,45,0,0,0,89,51,0,0,0,38
La Paz,Manco Kapac,Copacabana,VILLA AJANANI,11,0,4,0,0,7,0,0,7,0,0,7,0,0,0,11,9,0,0,0,2
La Paz,Manco Kapac,Copacabana,COPACABANA,1 923,1 623,181,16,15,31,51,6,1 397,1 254,36,97,10,0,0,1 923,1 693,2,0,5,223
La Paz,Manco Kapac,Copacabana,AYLLU ORIGINARIO AJANANI,42,0,14,0,0,6,22,0,26,0,1,25,0,0,0,42,30,0,0,0,12
La Paz,Manco Kapac,Copacabana,COPACATI BAJA,69,42,5,0,0,12,10,0,32,0,5,27,0,0,0,69,45,0,0,0,24
La Paz,Manco Kapac,Copacabana,KASANI,145,107,4,0,0,10,24,0,83,0,5,70,8,0,0,145,130,0,0,0,15
La Paz,Manco Kapac,Copacabana,SAHUIÑA,154,29,2,0,12,13,96,2,102,0,79,23,0,0,0,154,128,0,0,0,26
La Paz,Manco Kapac,Copacabana,VILUYO,61,19,2,1,1,1,37,0,38,0,0,38,0,0,0,61,40,0,0,0,21
La Paz,Manco Kapac,Copacabana,LOCKA,233,43,4,0,16,18,150,2,162,1,6,155,0,0,0,233,178,0,3,0,52
La Paz,Manco Kapac,Copacabana,JISKA KOTA,79,9,2,0,10,58,0,0,27,0,0,26,1,0,0,79,55,0,0,0,24
La Paz,Manco Kapac,Copacabana,VILLA VISTA,120,61,6,0,3,6,44,0,75,0,1,74,0,0,0,120,77,1,0,0,42
La Paz,Manco Kapac,Copacabana,YAMPUPATA,138,66,1,0,0,70,1,0,34,0,1,33,0,0,0,138,101,0,0,1,36
La Paz,Manco Kapac,Copacabana,CHACHAPOYA,68,31,3,0,0,33,1,0,2,0,0,2,0,0,0,68,41,0,0,0,27
La Paz,Manco Kapac,Copacabana,CHALLAPAMPA,101,73,3,0,1,16,8,0,27,0,1,26,0,0,0,101,92,1,0,5,3
La Paz,Manco Kapac,Copacabana,KELLAY BELEN,51,46,2,0,2,0,1,0,47,0,0,47,0,0,0,51,47,0,0,0,4
La Paz,Manco Kapac,Copacabana,KOLLASUYO,29,0,1,0,0,1,27,0,20,0,0,20,0,0,0,29,24,0,0,0,5
La Paz,Manco Kapac,Copacabana,SANTA ANA,68,26,0,0,2,40,0,0,40,14,2,24,0,0,0,68,38,0,13,3,14
La Paz,Manco Kapac,Copacabana,SICUANI,41,28,0,0,1,7,1,4,30,0,26,4,0,0,0,41,29,0,0,0,12
La Paz,Manco Kapac,Copacabana,SIRIPACA,74,33,0,0,2,1,38,0,36,0,3,33,0,0,0,74,64,0,0,0,10
La Paz,Manco Kapac,Copacabana,TITICACHI,128,88,6,0,0,29,5,0,76,0,48,28,0,0,0,128,85,0,0,0,43
La Paz,Manco Kapac,Copacabana,YUMANI,236,5,0,0,1,12,218,0,135,0,6,129,0,0,0,236,205,0,1,0,30
La Paz,Manco Kapac,Copacabana,ISLA DE LA LUNA,25,0,0,0,1,0,0,24,13,0,0,13,0,0,0,25,0,1,14,0,10
La Paz,Manco Kapac,Copacabana,SAMPAYA,102,29,60,0,0,2,10,1,24,0,1,23,0,0,0,102,42,0,0,0,60
La Paz,Manco Kapac,Copacabana,CHALLA ISLA DEL SOL,224,78,13,0,1,29,103,0,105,0,2,102,0,1,0,224,185,1,0,1,37
La Paz,Manco Kapac,San Pedro de Tiquina,SAN PEDRO DE TIQUINA,234,173,18,1,4,5,14,19,72,9,24,39,0,0,0,234,215,0,0,2,17
La Paz,Manco Kapac,San Pedro de Tiquina,OJJELAYA,58,26,25,0,0,7,0,0,3,0,1,2,0,0,0,58,38,0,0,1,19
La Paz,Manco Kapac,San Pedro de Tiquina,SILAYA,56,12,13,0,10,14,4,3,8,0,2,6,0,0,0,56,37,0,0,0,19
La Paz,Manco Kapac,San Pedro de Tiquina,SAN PABLO DE TIQUINA,308,69,39,0,3,26,20,151,53,0,7,45,1,0,0,308,246,1,0,1,60
La Paz,Manco Kapac,San Pedro de Tiquina,LOJPAYA,90,81,0,0,0,7,2,0,22,0,7,15,0,0,0,90,73,0,0,0,17
La Paz,Manco Kapac,San Pedro de Tiquina,SANTIAGO DE OJJE,241,134,5,0,0,15,49,38,21,0,4,17,0,0,0,241,134,0,1,0,106
La Paz,Manco Kapac,San Pedro de Tiquina,LUPALAYA,109,43,23,0,0,5,0,38,13,0,1,12,0,0,0,109,70,0,0,0,39
La Paz,Manco Kapac,San Pedro de Tiquina,CALATA CAPURITA,135,53,36,0,1,43,2,0,9,1,1,6,1,0,0,135,68,0,0,11,56
La Paz,Manco Kapac,San Pedro de Tiquina,CALATA GRANDE,216,139,4,0,11,56,5,1,98,0,3,93,1,1,0,216,134,1,0,0,81
La Paz,Manco Kapac,San Pedro de Tiquina,CALATA SAN MARTIN,138,71,17,0,4,44,2,0,17,0,0,17,0,0,0,138,64,0,0,0,74
La Paz,Manco Kapac,San Pedro de Tiquina,VILLA SAN MARTIN,60,0,17,0,1,42,0,0,5,1,0,3,1,0,0,60,37,0,0,0,23
La Paz,Manco Kapac,San Pedro de Tiquina,CAMACACHI,121,72,7,0,2,5,3,32,7,0,2,5,0,0,0,121,73,0,0,0,48
La Paz,Manco Kapac,San Pedro de Tiquina,CHICHARRO,177,125,7,0,1,17,20,7,44,0,0,43,1,0,0,177,105,0,0,1,71
La Paz,Manco Kapac,San Pedro de Tiquina,CORIHUAYA,132,39,18,0,3,2,39,31,8,0,3,5,0,0,0,132,95,0,0,0,37
La Paz,Manco Kapac,San Pedro de Tiquina,HUAYLLANI,111,80,5,0,6,12,8,0,58,0,0,58,0,0,0,111,59,1,0,0,51
La Paz,Manco Kapac,San Pedro de Tiquina,ISLA TAQUIRI,104,44,34,0,10,5,5,6,0,0,0,0,0,0,0,104,90,0,0,0,14
La Paz,Manco Kapac,San Pedro de Tiquina,VILLA AMACARI,177,58,31,0,3,59,19,7,53,1,5,46,1,0,0,177,103,0,0,0,74
La Paz,Manco Kapac,Tito Yupanqui,ALTO SIHUALAYA,125,76,13,0,7,27,2,0,9,0,1,8,0,0,0,125,87,0,0,4,34
La Paz,Manco Kapac,Tito Yupanqui,CHIQUIPATA,156,55,1,0,1,12,1,86,26,1,0,24,0,0,1,156,72,0,2,6,76
La Paz,Manco Kapac,Tito Yupanqui,CHICHILAYA,86,64,0,0,0,1,20,1,5,0,0,5,0,0,0,86,33,0,0,5,48
La Paz,Manco Kapac,Tito Yupanqui,COAQUIPA,146,46,6,0,0,0,0,94,31,0,0,31,0,0,0,146,49,0,0,0,97
La Paz,Manco Kapac,Tito Yupanqui,HUATAPAMPA,136,82,4,0,0,0,0,50,41,0,6,35,0,0,0,136,83,1,0,0,52
La Paz,Manco Kapac,Tito Yupanqui,TITO YUPANQUI,616,427,56,0,6,90,27,10,86,2,21,61,2,0,0,616,441,0,0,6,169
La Paz,Manco Kapac,Tito Yupanqui,ALTO PARQUE PUJIO,30,10,0,0,0,0,20,0,0,0,0,0,0,0,0,30,10,0,0,0,20
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CHAMBI CHICO,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
La Paz,Gualberto Villarroel,San Pedro de Curahuara,COTAPATA,23,0,0,0,1,11,11,0,1,0,0,1,0,0,0,23,6,1,0,0,16
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HILATA ALTA,13,0,0,0,2,11,0,0,1,0,0,1,0,0,0,13,1,0,0,0,12
La Paz,Gualberto Villarroel,San Pedro de Curahuara,SAN PEDRO DE CURAHUARA,120,84,30,0,1,5,0,0,19,0,1,17,0,1,0,120,98,1,0,0,21
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HUAYHUASI,28,0,0,0,4,22,2,0,5,0,0,5,0,0,0,28,5,0,0,0,23
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILACOTA,25,0,0,0,0,14,3,8,2,0,0,2,0,0,0,25,6,0,0,0,19
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ÑEQUE JAHUIRA,28,0,0,0,7,21,0,0,3,0,0,3,0,0,0,28,16,0,0,0,12
La Paz,Gualberto Villarroel,San Pedro de Curahuara,TIKA BELEN,37,0,0,0,5,27,5,0,1,0,0,0,0,1,0,37,7,0,0,0,30
La Paz,Gualberto Villarroel,San Pedro de Curahuara,UNION VILLA PAMPA,42,0,0,0,1,36,4,1,4,0,0,2,0,2,0,42,13,0,1,0,28
La Paz,Gualberto Villarroel,San Pedro de Curahuara,SARACA SANTIAGO DE RAYO PUCARA,28,0,0,0,1,4,22,1,0,0,0,0,0,0,0,28,2,0,0,0,26
La Paz,Gualberto Villarroel,San Pedro de Curahuara,TOLA WILLQUE,120,1,3,0,8,103,5,0,1,0,0,1,0,0,0,120,51,0,0,0,69
La Paz,Gualberto Villarroel,San Pedro de Curahuara,SUPURANI,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,5,0,0,0,8
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILLA WALCANI,35,0,0,0,10,25,0,0,2,0,0,2,0,0,0,35,0,0,0,0,35
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ACHAVIRI,90,14,1,0,11,64,0,0,8,0,0,8,0,0,0,90,6,0,0,23,61
La Paz,Gualberto Villarroel,San Pedro de Curahuara,SACACANI,43,0,1,0,6,12,24,0,1,0,0,0,0,1,0,43,5,0,0,0,38
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PUERTO CHILAHUALA,70,52,3,0,5,8,2,0,5,0,0,5,0,0,0,70,37,0,0,0,33
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PUERTO CAPITAL CASTRILLO,30,0,1,0,25,4,0,0,21,1,1,19,0,0,0,30,14,0,0,13,3
La Paz,Gualberto Villarroel,San Pedro de Curahuara,UNTO CHICO BAJO,90,0,0,0,0,73,16,1,2,0,0,1,0,1,0,90,23,0,0,0,67
La Paz,Gualberto Villarroel,San Pedro de Curahuara,JANKHO MARCA,93,4,5,0,31,52,1,0,44,0,0,44,0,0,0,93,58,0,0,0,35
La Paz,Gualberto Villarroel,San Pedro de Curahuara,JANCO MARKA GRANDE,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILACONDO,35,0,0,0,22,13,0,0,14,0,0,14,0,0,0,35,19,0,0,0,16
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PAMPA HUTA,28,0,0,0,5,23,0,0,4,0,0,4,0,0,0,28,12,0,0,0,16
La Paz,Gualberto Villarroel,San Pedro de Curahuara,JANCO MARKA GRANDE,24,1,0,0,4,19,0,0,15,0,1,14,0,0,0,24,16,0,0,0,8
La Paz,Gualberto Villarroel,San Pedro de Curahuara,COLCHANI,37,0,0,0,11,25,1,0,3,0,0,3,0,0,0,37,21,0,0,0,16
La Paz,Gualberto Villarroel,San Pedro de Curahuara,SAN JUAN PATA,38,0,2,0,1,12,23,0,2,0,0,2,0,0,0,38,4,0,0,0,34
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PUJUHALLITA,32,0,0,0,3,29,0,0,8,0,0,8,0,0,0,32,16,0,0,0,16
La Paz,Gualberto Villarroel,San Pedro de Curahuara,MANQUIRI,18,0,0,0,13,4,1,0,6,0,0,6,0,0,0,18,0,0,0,12,6
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ACOHACONI,43,0,0,0,3,39,1,0,3,0,0,3,0,0,0,43,18,0,0,0,25
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PAXICALA,26,0,0,0,5,20,1,0,6,0,0,6,0,0,0,26,14,0,0,0,12
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PITICOLLO,41,0,1,0,33,7,0,0,3,0,0,3,0,0,0,41,26,0,0,0,15
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILLA POTOSI,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILLA MANQUIRI,129,19,12,0,20,76,2,0,4,0,0,3,0,1,0,129,74,0,0,10,45
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CENTRO MANQUIRI,26,0,0,0,9,16,1,0,1,0,0,1,0,0,0,26,14,0,0,3,9
La Paz,Gualberto Villarroel,San Pedro de Curahuara,JAILLIRI,44,0,1,0,19,24,0,0,5,0,0,5,0,0,0,44,10,0,0,17,17
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILLA LAYMINI,54,0,0,0,43,11,0,0,37,0,0,37,0,0,0,54,25,0,0,0,29
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HUAYLLATIRI,38,0,0,0,5,30,2,1,2,0,0,1,1,0,0,38,15,0,0,2,21
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CENTRO CHOJÑA,73,2,17,0,32,22,0,0,22,0,0,22,0,0,0,73,21,0,0,23,29
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HILATA BAJA,39,0,10,0,3,26,0,0,20,0,0,20,0,0,0,39,19,0,0,1,19
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ARAX UMA,39,0,0,0,2,37,0,0,1,0,0,1,0,0,0,39,2,0,0,0,37
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CHOJÑA GRANDE,29,1,1,0,7,19,1,0,14,0,0,14,0,0,0,29,0,0,0,14,15
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ROMERO PAMPA,23,1,0,0,12,10,0,0,10,0,2,8,0,0,0,23,9,0,0,2,12
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILLA BLANCA,30,0,0,0,4,26,0,0,10,0,0,10,0,0,0,30,1,0,0,15,14
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ÑIQUI PAMPA,22,0,0,0,14,7,1,0,10,0,0,10,0,0,0,22,14,0,0,0,8
La Paz,Gualberto Villarroel,San Pedro de Curahuara,SANTOS MARKA THULA,20,0,0,0,0,20,0,0,6,0,0,6,0,0,0,20,7,0,0,0,13
La Paz,Gualberto Villarroel,San Pedro de Curahuara,LLUXLLAPATA,19,0,0,0,8,11,0,0,8,0,0,8,0,0,0,19,0,0,0,1,18
La Paz,Gualberto Villarroel,San Pedro de Curahuara,BELLA VISTA,12,0,0,0,0,11,1,0,0,0,0,0,0,0,0,12,5,0,0,0,7
La Paz,Gualberto Villarroel,San Pedro de Curahuara,KARI,23,0,0,0,3,19,1,0,3,0,0,3,0,0,0,23,12,0,0,0,11
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PHAKAHWA,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ALELUYA,31,0,0,0,14,17,0,0,4,0,0,4,0,0,0,31,21,0,0,0,10
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CANAPATA,30,0,0,0,0,30,0,0,3,0,1,2,0,0,0,30,15,0,0,0,15
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CHALLAMARCA,25,0,0,0,3,22,0,0,4,0,0,4,0,0,0,25,10,0,0,0,15
La Paz,Gualberto Villarroel,San Pedro de Curahuara,IRUPATA,12,0,0,0,0,12,0,0,2,0,0,2,0,0,0,12,9,0,0,0,3
La Paz,Gualberto Villarroel,San Pedro de Curahuara,TOLA PAMPA,51,0,3,0,29,19,0,0,8,0,2,6,0,0,0,51,19,0,0,0,32
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILLCANI,28,0,0,0,12,16,0,0,0,0,0,0,0,0,0,28,6,1,0,0,21
La Paz,Gualberto Villarroel,San Pedro de Curahuara,PICHACANI,31,0,0,0,11,20,0,0,1,0,0,1,0,0,0,31,22,0,0,0,9
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HUISCO KARI,13,0,0,0,3,10,0,0,0,0,0,0,0,0,0,13,5,0,0,0,8
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ACOPATA,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CHAPICOLLO,118,1,3,0,41,67,2,4,13,0,0,13,0,0,0,118,44,0,0,1,73
La Paz,Gualberto Villarroel,San Pedro de Curahuara,JALSURI,95,12,28,0,15,39,1,0,18,0,0,18,0,0,0,95,41,0,0,0,54
La Paz,Gualberto Villarroel,San Pedro de Curahuara,LLICAPANI,44,0,0,0,26,18,0,0,6,0,0,6,0,0,0,44,18,0,0,0,26
La Paz,Gualberto Villarroel,San Pedro de Curahuara,BELTRAN,26,0,15,0,4,7,0,0,10,0,0,10,0,0,0,26,7,0,0,0,19
La Paz,Gualberto Villarroel,San Pedro de Curahuara,KALLI PAMPA,34,0,0,0,12,22,0,0,8,0,0,8,0,0,0,34,4,0,0,0,30
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HORNUNI,23,0,0,0,5,18,0,0,3,0,0,3,0,0,0,23,13,0,0,0,10
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HUARI,19,0,0,0,11,7,0,1,0,0,0,0,0,0,0,19,1,0,0,0,18
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CALLIPAMPA,70,0,0,0,9,59,1,1,4,0,0,4,0,0,0,70,18,0,0,0,52
La Paz,Gualberto Villarroel,San Pedro de Curahuara,CENTRO LLOCOHUTA,42,0,4,0,3,35,0,0,4,0,0,4,0,0,0,42,24,0,0,0,18
La Paz,Gualberto Villarroel,San Pedro de Curahuara,KANAPATA,21,0,0,1,1,13,6,0,0,0,0,0,0,0,0,21,10,0,0,0,11
La Paz,Gualberto Villarroel,San Pedro de Curahuara,TOLAR PAMPA,30,0,1,0,9,15,5,0,9,0,1,8,0,0,0,30,23,0,0,0,7
La Paz,Gualberto Villarroel,San Pedro de Curahuara,ALTO BELEN,15,0,0,0,0,12,0,3,0,0,0,0,0,0,0,15,0,0,0,0,15
La Paz,Gualberto Villarroel,San Pedro de Curahuara,JACHAMAYA,16,0,0,0,5,11,0,0,6,0,0,6,0,0,0,16,9,0,0,0,7
La Paz,Gualberto Villarroel,San Pedro de Curahuara,HUNTO CHICO SUR,52,0,0,0,2,47,2,1,1,0,0,1,0,0,0,52,23,0,0,0,29
La Paz,Gualberto Villarroel,San Pedro de Curahuara,VILLA REMEDIOS,60,0,0,0,0,42,13,5,3,0,0,3,0,0,0,60,31,0,0,0,29
La Paz,Gualberto Villarroel,Papel Pampa,COSIRAYA,49,0,0,0,25,23,0,1,27,0,1,26,0,0,0,49,6,0,0,17,26
La Paz,Gualberto Villarroel,Papel Pampa,THOLAPATA,44,0,0,0,39,5,0,0,32,0,0,32,0,0,0,44,33,0,0,1,10
La Paz,Gualberto Villarroel,Papel Pampa,VILLA PALCA,40,0,1,0,19,20,0,0,18,0,0,18,0,0,0,40,6,0,0,1,33
La Paz,Gualberto Villarroel,Papel Pampa,PAPEL PAMPA,67,0,23,0,41,3,0,0,19,0,2,17,0,0,0,67,51,0,0,3,13
La Paz,Gualberto Villarroel,Papel Pampa,CAYLLASIRCA,32,0,0,0,11,21,0,0,3,0,0,3,0,0,0,32,12,0,0,0,20
La Paz,Gualberto Villarroel,Papel Pampa,HUANCURI,39,0,0,0,32,7,0,0,16,0,0,16,0,0,0,39,13,0,0,1,25
La Paz,Gualberto Villarroel,Papel Pampa,KARUAMAYA,12,0,0,0,5,7,0,0,4,0,0,4,0,0,0,12,0,0,0,7,5
La Paz,Gualberto Villarroel,Papel Pampa,LOMA BLANCA,33,0,0,0,24,9,0,0,20,0,0,20,0,0,0,33,21,1,0,0,11
La Paz,Gualberto Villarroel,Papel Pampa,JOKHO CALLE,17,0,1,0,5,11,0,0,3,0,0,3,0,0,0,17,6,0,0,0,11
La Paz,Gualberto Villarroel,Papel Pampa,UMA PALCA,38,0,0,0,25,13,0,0,17,0,0,17,0,0,0,38,1,0,0,1,36
La Paz,Gualberto Villarroel,Papel Pampa,CIRCA CRUZANI,30,0,0,0,6,14,9,1,8,0,0,8,0,0,0,30,8,0,0,0,22
La Paz,Gualberto Villarroel,Papel Pampa,CRUZANI ALTA,13,0,0,0,3,10,0,0,5,0,0,5,0,0,0,13,3,0,0,0,10
La Paz,Gualberto Villarroel,Papel Pampa,CONCEPCION PUCARANI,10,0,0,0,4,3,3,0,4,0,1,3,0,0,0,10,0,0,0,0,10
La Paz,Gualberto Villarroel,Papel Pampa,LLOJLLA CHICO,62,0,0,0,22,39,1,0,10,0,0,10,0,0,0,62,40,0,0,0,22
La Paz,Gualberto Villarroel,Papel Pampa,LLOJLLA GRANDE,63,0,1,0,25,36,1,0,8,1,0,7,0,0,0,63,25,0,1,0,37
La Paz,Gualberto Villarroel,Papel Pampa,MARISCAL ANDRES DE SANTA CRUZ,79,0,0,0,51,27,1,0,26,0,0,26,0,0,0,79,53,0,0,0,26
La Paz,Gualberto Villarroel,Papel Pampa,YAMPARA CHICO,22,0,0,0,12,10,0,0,7,0,3,4,0,0,0,22,10,0,0,0,12
La Paz,Gualberto Villarroel,Papel Pampa,YAMPARA GRANDE,46,0,1,0,11,33,1,0,8,0,1,7,0,0,0,46,15,0,0,0,31
La Paz,Gualberto Villarroel,Papel Pampa,MOLLEBAMBA,102,8,7,0,26,47,14,0,27,0,3,24,0,0,0,102,63,0,0,0,39
La Paz,Gualberto Villarroel,Papel Pampa,ANATHOLA,28,0,0,0,23,5,0,0,21,0,0,21,0,0,0,28,21,0,0,0,7
La Paz,Gualberto Villarroel,Papel Pampa,HUARACHI,52,0,0,0,5,47,0,0,5,0,0,5,0,0,0,52,19,0,0,0,33
La Paz,Gualberto Villarroel,Papel Pampa,ALIANZA,67,0,0,0,38,29,0,0,37,0,0,37,0,0,0,67,30,0,0,0,37
La Paz,Gualberto Villarroel,Papel Pampa,BOLIVAR,71,0,0,0,34,32,5,0,35,0,0,35,0,0,0,71,28,0,0,0,43
La Paz,Gualberto Villarroel,Papel Pampa,JANKO HUICHO,61,0,0,0,35,24,2,0,35,0,3,32,0,0,0,61,23,0,0,0,38
La Paz,Gualberto Villarroel,Papel Pampa,LARUTA,18,0,0,0,9,9,0,0,13,0,0,13,0,0,0,18,11,0,0,0,7
La Paz,Gualberto Villarroel,Papel Pampa,UNOPATA,22,0,10,0,12,0,0,0,7,0,0,7,0,0,0,22,19,0,0,0,3
La Paz,Gualberto Villarroel,Papel Pampa,UNION THOLAR,49,1,0,0,25,23,0,0,38,1,0,37,0,0,0,49,20,3,1,0,25
La Paz,Gualberto Villarroel,Papel Pampa,LARUTA CIRCA GRANDE,19,0,0,0,8,11,0,0,16,0,0,16,0,0,0,19,16,0,0,0,3
La Paz,Gualberto Villarroel,Papel Pampa,SAN JOSE ALTO,68,0,0,0,41,27,0,0,48,0,10,38,0,0,0,68,42,0,0,0,26
La Paz,Gualberto Villarroel,Papel Pampa,SAN JOSE CENTRO,123,2,13,0,81,27,0,0,85,0,21,63,1,0,0,123,29,0,0,20,74
La Paz,Gualberto Villarroel,Papel Pampa,SANTA ANA,60,0,0,0,7,49,2,2,10,0,1,8,1,0,0,60,10,0,0,0,50
La Paz,Gualberto Villarroel,Papel Pampa,CENTRO UNOPATA,47,0,1,0,24,22,0,0,26,0,0,26,0,0,0,47,26,0,0,1,20
La Paz,Gualberto Villarroel,Papel Pampa,CHOQUE HUITO,9,0,0,0,1,8,0,0,6,0,0,6,0,0,0,9,2,0,0,0,7
La Paz,Gualberto Villarroel,Papel Pampa,CAÑAVIRI ALTO,22,0,0,0,14,8,0,0,18,0,0,18,0,0,0,22,9,0,0,0,13
La Paz,Gualberto Villarroel,Papel Pampa,SAN FELIPE DE CHALLA,58,0,0,0,0,12,45,1,9,0,0,9,0,0,0,58,37,0,0,0,21
La Paz,Gualberto Villarroel,Papel Pampa,CAYLLACHURA,29,0,0,0,14,11,4,0,8,0,1,7,0,0,0,29,8,0,0,0,21
La Paz,Gualberto Villarroel,Papel Pampa,RIVERA BAJA SAN MIGUEL,30,0,0,0,21,8,1,0,8,0,0,8,0,0,0,30,3,0,0,0,27
La Paz,Gualberto Villarroel,Papel Pampa,ALTO RIVERA CIRCUYO TOLOMA,85,0,0,0,57,28,0,0,76,0,0,76,0,0,0,85,65,0,0,0,20
La Paz,Gualberto Villarroel,Papel Pampa,CENTRO RIVERA,56,0,1,0,42,3,7,3,22,1,0,21,0,0,0,56,51,0,0,0,5
La Paz,Gualberto Villarroel,Papel Pampa,RIVERA ALTA,59,0,0,0,42,17,0,0,18,0,0,18,0,0,0,59,21,0,0,0,38
La Paz,Gualberto Villarroel,Papel Pampa,TITUZA,36,0,0,0,11,25,0,0,8,0,0,8,0,0,0,36,15,0,0,0,21
La Paz,Gualberto Villarroel,Papel Pampa,COLQUEAMAYA ALTA,60,0,0,0,43,15,1,1,38,0,0,38,0,0,0,60,33,0,0,0,27
La Paz,Gualberto Villarroel,Papel Pampa,COLQUEAMAYA BAJA,60,0,0,0,59,0,1,0,57,0,0,57,0,0,0,60,47,0,0,0,13
