Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,Cañería de red,Pileta pública,Carro repartidor (aguatero),Pozo o noria con bomba,Pozo o noria sin bomba,"Lluvia, río, vertiente, acequia","Lago, laguna, curichi",Total,Al alcantarillado,A una cámara séptica,A un pozo ciego,A la calle,"A la quebrada, río","A un lago, laguna, curichi",Total,Red de empresa eléctrica (servicio público),Motor propio,Panel solar,Otra,No tiene
Chuquisaca,Tomina,Padilla,KHAKA HUASI,35,5,0,0,0,0,30,0,1,0,0,1,0,0,0,35,0,0,2,0,33
Chuquisaca,Tomina,Padilla,LA BELLEZA,21,18,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,3,0,18
Chuquisaca,Tomina,Padilla,LA CIENAGA,50,29,0,0,0,1,20,0,10,0,0,10,0,0,0,50,0,0,6,0,44
Chuquisaca,Tomina,Padilla,LA FAJCHA,27,25,0,0,0,0,2,0,9,0,0,9,0,0,0,27,0,1,4,0,22
Chuquisaca,Tomina,Padilla,LA SEJA,9,0,0,0,0,7,2,0,0,0,0,0,0,0,0,9,0,0,0,0,9
Chuquisaca,Tomina,Padilla,LAMPACILLOS,61,53,3,0,0,1,4,0,20,2,2,16,0,0,0,61,4,2,4,3,48
Chuquisaca,Tomina,Padilla,LAMPAZOS,28,23,1,0,0,0,4,0,1,0,0,1,0,0,0,28,0,0,9,0,19
Chuquisaca,Tomina,Padilla,LAS CASAS,35,7,0,0,0,3,25,0,0,0,0,0,0,0,0,35,0,1,6,0,28
Chuquisaca,Tomina,Padilla,LEUQUE PAMPA,36,31,0,0,0,1,4,0,12,0,4,8,0,0,0,36,0,0,0,7,29
Chuquisaca,Tomina,Padilla,LLANTOJ,21,0,0,0,0,0,20,1,0,0,0,0,0,0,0,21,0,3,2,0,16
Chuquisaca,Tomina,Padilla,MILLO KHAKA,25,3,0,0,0,6,16,0,0,0,0,0,0,0,0,25,0,0,2,1,22
Chuquisaca,Tomina,Padilla,MOJOTORILLO,103,21,5,0,0,4,73,0,1,0,0,1,0,0,0,103,0,0,3,1,99
Chuquisaca,Tomina,Padilla,MONTE CANTO,29,15,0,0,1,1,6,6,1,0,1,0,0,0,0,29,0,0,6,0,23
Chuquisaca,Tomina,Padilla,NARANJAL,22,0,0,0,0,1,17,4,7,0,0,7,0,0,0,22,0,0,10,0,12
Chuquisaca,Tomina,Padilla,OVEJA CANCHA,23,12,0,0,0,4,7,0,0,0,0,0,0,0,0,23,7,0,1,0,15
Chuquisaca,Tomina,Padilla,PADILLA,986,944,38,1,0,0,2,1,772,755,1,16,0,0,0,986,918,1,1,4,62
Chuquisaca,Tomina,Padilla,PEÑA BLANCA,12,0,0,0,0,0,11,1,0,0,0,0,0,0,0,12,0,0,1,0,11
Chuquisaca,Tomina,Padilla,PILI PILI BAJO,31,15,0,0,0,0,16,0,5,0,0,5,0,0,0,31,0,0,4,0,27
Chuquisaca,Tomina,Padilla,PILLUIQUI,27,6,0,0,0,2,19,0,0,0,0,0,0,0,0,27,0,0,1,0,26
Chuquisaca,Tomina,Padilla,PUCARILLO,14,12,0,0,0,0,2,0,1,0,0,1,0,0,0,14,5,0,0,0,9
Chuquisaca,Tomina,Padilla,RECALDE,51,25,1,0,0,0,25,0,1,0,1,0,0,0,0,51,23,0,0,0,28
Chuquisaca,Tomina,Padilla,RIO ACERO,21,14,2,0,0,0,5,0,11,1,9,1,0,0,0,21,14,0,3,1,3
Chuquisaca,Tomina,Padilla,SAN MAURO,23,14,4,0,3,1,1,0,0,0,0,0,0,0,0,23,0,0,1,11,11
Chuquisaca,Tomina,Padilla,SILLANI,48,40,0,0,0,0,8,0,13,0,1,12,0,0,0,48,0,1,26,0,21
Chuquisaca,Tomina,Padilla,TAPIAL,34,21,0,0,0,1,12,0,3,0,0,3,0,0,0,34,0,1,5,0,28
Chuquisaca,Tomina,Padilla,THACO THACO,14,1,0,0,0,9,4,0,0,0,0,0,0,0,0,14,0,0,2,0,12
Chuquisaca,Tomina,Padilla,THIYUMAYU,112,90,2,0,1,0,19,0,77,0,0,77,0,0,0,112,69,0,1,1,41
Chuquisaca,Tomina,Padilla,THULA KASA,36,4,0,0,0,0,32,0,0,0,0,0,0,0,0,36,0,0,8,0,28
Chuquisaca,Tomina,Padilla,THURU PAMPA,24,23,0,0,0,0,0,1,14,0,0,14,0,0,0,24,21,0,0,0,3
Chuquisaca,Tomina,Padilla,TOLA ORCKO,27,0,6,0,1,4,16,0,0,0,0,0,0,0,0,27,0,1,1,0,25
Chuquisaca,Tomina,Padilla,TRES POZAS,27,1,0,0,0,20,6,0,1,0,0,1,0,0,0,27,1,3,2,0,21
Chuquisaca,Tomina,Padilla,VIRQUI PAMPA,17,8,0,0,1,0,8,0,0,0,0,0,0,0,0,17,0,0,4,0,13
Chuquisaca,Tomina,Padilla,SAN ISIDRO,41,7,8,0,9,4,13,0,7,1,3,3,0,0,0,41,6,0,5,1,29
Chuquisaca,Tomina,Padilla,PINCAL,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,10
Chuquisaca,Tomina,Padilla,SAN JULIAN ALTO,45,16,1,0,0,1,27,0,12,0,0,12,0,0,0,45,6,0,0,0,39
Chuquisaca,Tomina,Padilla,SAN ISIDRO DEL VALLE,9,3,1,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,9
Chuquisaca,Tomina,Padilla,YERBA BUENA,34,11,0,0,0,1,22,0,8,0,0,8,0,0,0,34,12,0,8,0,14
Chuquisaca,Tomina,Padilla,CHUCES,5,0,0,0,0,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0,5
Chuquisaca,Tomina,Padilla,SAN JOSE,31,26,0,0,0,1,4,0,19,0,1,18,0,0,0,31,16,0,5,0,10
Chuquisaca,Tomina,Tomina,ARQUILLOS,105,83,1,0,0,0,21,0,8,0,0,8,0,0,0,105,38,0,0,0,67
Chuquisaca,Tomina,Tomina,CORSO,88,59,0,0,2,8,19,0,58,0,2,56,0,0,0,88,59,2,0,1,26
Chuquisaca,Tomina,Tomina,KHURI,91,82,0,0,0,0,9,0,76,14,16,46,0,0,0,91,3,1,0,0,87
Chuquisaca,Tomina,Tomina,TOMINA LA CHICA,30,21,1,0,0,1,7,0,2,0,0,2,0,0,0,30,16,0,1,0,13
Chuquisaca,Tomina,Tomina,FUERTE RUA,112,87,3,0,0,0,20,2,74,0,68,6,0,0,0,112,0,6,4,1,101
Chuquisaca,Tomina,Tomina,GUERRA MAYU,24,22,0,0,0,0,1,1,0,0,0,0,0,0,0,24,0,0,0,0,24
Chuquisaca,Tomina,Tomina,ICHU PAMPA,41,38,0,0,0,0,3,0,4,0,0,4,0,0,0,41,0,0,0,0,41
Chuquisaca,Tomina,Tomina,KANALLAS,30,21,0,0,0,0,9,0,0,0,0,0,0,0,0,30,0,1,0,0,29
Chuquisaca,Tomina,Tomina,KHAWASIRI,36,36,0,0,0,0,0,0,1,0,0,1,0,0,0,36,0,0,0,0,36
Chuquisaca,Tomina,Tomina,OLOPO,31,25,3,0,0,0,3,0,0,0,0,0,0,0,0,31,5,0,0,0,26
Chuquisaca,Tomina,Tomina,OTORONGO,53,51,0,0,1,0,1,0,42,0,10,32,0,0,0,53,26,0,0,0,27
Chuquisaca,Tomina,Tomina,PAMPAS ABAJO,101,70,0,0,0,11,20,0,68,0,42,26,0,0,0,101,81,0,0,0,20
Chuquisaca,Tomina,Tomina,PAMPAS ARRIBA,37,32,0,0,0,0,5,0,0,0,0,0,0,0,0,37,3,0,0,0,34
Chuquisaca,Tomina,Tomina,POTREROS,62,44,0,0,0,4,14,0,0,0,0,0,0,0,0,62,48,0,0,6,8
Chuquisaca,Tomina,Tomina,PUCARA,95,71,6,0,0,0,17,1,8,0,2,6,0,0,0,95,77,0,0,0,18
Chuquisaca,Tomina,Tomina,PUNA MAYU,48,17,20,0,1,1,9,0,27,0,10,17,0,0,0,48,0,0,0,0,48
Chuquisaca,Tomina,Tomina,QUIRUSILLA,41,40,0,0,0,0,1,0,0,0,0,0,0,0,0,41,6,0,0,0,35
Chuquisaca,Tomina,Tomina,RODEO PORVENIR,118,95,3,0,0,0,20,0,35,0,5,30,0,0,0,118,82,1,0,0,35
Chuquisaca,Tomina,Tomina,RUMI CANCHA,22,3,0,0,0,1,18,0,0,0,0,0,0,0,0,22,0,0,0,0,22
Chuquisaca,Tomina,Tomina,SOBO SOBO,79,46,20,0,2,2,9,0,17,0,0,17,0,0,0,79,0,4,0,24,51
Chuquisaca,Tomina,Tomina,TABLAS,30,22,0,0,0,0,8,0,0,0,0,0,0,0,0,30,0,0,0,0,30
Chuquisaca,Tomina,Tomina,TARABUQUILLO,108,100,6,0,0,0,2,0,70,48,3,19,0,0,0,108,100,0,0,0,8
Chuquisaca,Tomina,Tomina,THURU MAYU,122,73,20,0,1,3,24,1,15,0,0,15,0,0,0,122,32,0,0,0,90
Chuquisaca,Tomina,Tomina,TOMINA,451,410,26,0,0,0,12,3,326,311,2,13,0,0,0,451,417,0,0,0,34
Chuquisaca,Tomina,Tomina,VILLA FLORES,72,66,0,0,0,0,6,0,2,0,0,2,0,0,0,72,0,2,0,0,70
Chuquisaca,Tomina,Tomina,THURU CANCHA,86,52,26,0,0,0,4,4,62,6,20,36,0,0,0,86,0,0,0,31,55
Chuquisaca,Tomina,Sopachuy,AMANCAYA,186,70,19,0,1,0,93,3,57,2,1,51,0,3,0,186,65,1,0,0,120
Chuquisaca,Tomina,Sopachuy,ALISOS,52,16,3,0,0,0,33,0,0,0,0,0,0,0,0,52,1,1,0,0,50
Chuquisaca,Tomina,Sopachuy,JARKA MAYU,17,16,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,1,0,0,15
Chuquisaca,Tomina,Sopachuy,SAN ISIDRO,30,12,16,0,0,0,2,0,2,0,2,0,0,0,0,30,1,0,2,0,27
Chuquisaca,Tomina,Sopachuy,SILVA,47,16,7,0,0,0,22,2,0,0,0,0,0,0,0,47,0,0,0,0,47
Chuquisaca,Tomina,Sopachuy,SIPICANI,161,21,9,0,0,5,126,0,6,0,0,6,0,0,0,161,5,0,7,0,149
Chuquisaca,Tomina,Sopachuy,CUEVAS,32,16,0,0,0,0,16,0,0,0,0,0,0,0,0,32,0,0,0,0,32
Chuquisaca,Tomina,Sopachuy,MAMA HUASI,112,94,0,0,0,0,18,0,0,0,0,0,0,0,0,112,0,1,5,2,104
Chuquisaca,Tomina,Sopachuy,MATELA BAJA,49,42,1,0,0,0,6,0,0,0,0,0,0,0,0,49,0,8,0,0,41
Chuquisaca,Tomina,Sopachuy,PAMPAS DEL CARMEN,31,28,0,0,1,0,2,0,2,1,0,1,0,0,0,31,0,2,0,0,29
Chuquisaca,Tomina,Sopachuy,PAMPAS PUNTA,100,50,3,0,1,2,44,0,31,0,2,29,0,0,0,100,65,4,0,0,31
Chuquisaca,Tomina,Sopachuy,PASLAPAYA BAJA,56,16,5,0,0,0,35,0,4,0,0,4,0,0,0,56,16,0,0,0,40
Chuquisaca,Tomina,Sopachuy,RODEO,32,9,8,0,0,0,15,0,2,2,0,0,0,0,0,32,9,0,0,0,23
Chuquisaca,Tomina,Sopachuy,SAN ANTONIO,38,13,0,0,0,0,25,0,1,0,0,1,0,0,0,38,0,1,0,0,37
Chuquisaca,Tomina,Sopachuy,SAN BLAS ALTO,43,32,0,0,0,0,11,0,2,2,0,0,0,0,0,43,3,0,0,0,40
Chuquisaca,Tomina,Sopachuy,SAN JOSE DE MATELILLAS,34,12,3,0,0,0,19,0,1,1,0,0,0,0,0,34,1,1,0,0,32
Chuquisaca,Tomina,Sopachuy,SAN JUAN DE HORCAS,92,3,35,0,0,0,50,4,31,0,0,31,0,0,0,92,0,1,0,0,91
Chuquisaca,Tomina,Sopachuy,SAN LUIS DE CHAVARRIA,64,0,1,0,0,0,62,1,1,0,0,1,0,0,0,64,0,0,2,0,62
Chuquisaca,Tomina,Sopachuy,SAUCE MOLINO,34,1,0,0,0,0,33,0,0,0,0,0,0,0,0,34,2,0,0,0,32
Chuquisaca,Tomina,Sopachuy,SOPACHUY,604,520,43,0,0,0,41,0,485,466,5,11,1,2,0,604,555,2,0,17,30
Chuquisaca,Tomina,Sopachuy,ACHATALAS,69,66,0,0,0,0,3,0,2,2,0,0,0,0,0,69,16,1,0,0,52
Chuquisaca,Tomina,Sopachuy,MILANES ALTO,48,4,17,0,0,2,18,7,10,3,0,7,0,0,0,48,0,0,0,0,48
Chuquisaca,Tomina,Sopachuy,MILANES BAJO,26,15,1,0,0,0,10,0,13,1,0,12,0,0,0,26,1,0,0,0,25
Chuquisaca,Tomina,Sopachuy,TAMBILLOS,32,5,7,0,0,3,17,0,0,0,0,0,0,0,0,32,0,0,0,0,32
Chuquisaca,Tomina,Sopachuy,PASLAPAYA,21,3,10,0,0,3,5,0,8,0,0,8,0,0,0,21,0,0,0,0,21
Chuquisaca,Tomina,Villa Alcalá,ALCALA,338,330,4,0,0,0,4,0,201,196,0,5,0,0,0,338,321,2,1,0,14
Chuquisaca,Tomina,Villa Alcalá,HUASA PAMPA,61,46,7,0,0,1,7,0,7,0,1,6,0,0,0,61,0,0,0,0,61
Chuquisaca,Tomina,Villa Alcalá,LIMA BAMBA ALTO,61,51,0,0,0,0,10,0,9,0,0,9,0,0,0,61,24,0,2,0,35
Chuquisaca,Tomina,Villa Alcalá,NARANJOS,33,28,0,0,0,0,5,0,4,0,0,4,0,0,0,33,24,0,0,0,9
Chuquisaca,Tomina,Villa Alcalá,POMA BAMBILLO,37,29,4,0,0,1,3,0,2,0,0,2,0,0,0,37,0,0,4,0,33
Chuquisaca,Tomina,Villa Alcalá,SALAZAR PAMPA,23,21,0,0,0,0,1,1,1,0,0,1,0,0,0,23,2,0,0,0,21
Chuquisaca,Tomina,Villa Alcalá,HOYADA CHICA,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
Chuquisaca,Tomina,Villa Alcalá,KASPICANCHA,23,12,2,0,0,0,8,1,0,0,0,0,0,0,0,23,3,0,0,0,20
Chuquisaca,Tomina,Villa Alcalá,LIMA BAMBA BAJO,49,35,0,0,0,1,13,0,5,0,0,4,1,0,0,49,21,0,1,0,27
Chuquisaca,Tomina,Villa Alcalá,LIMA BAMBA CENTRO,147,132,1,0,0,3,11,0,18,3,1,14,0,0,0,147,92,0,0,0,55
Chuquisaca,Tomina,Villa Alcalá,MATELA ALTA,61,19,26,0,0,0,16,0,9,6,1,2,0,0,0,61,5,0,3,0,53
Chuquisaca,Tomina,Villa Alcalá,MOSOJ LLAJTA,25,17,1,0,0,1,6,0,0,0,0,0,0,0,0,25,3,0,0,0,22
Chuquisaca,Tomina,Villa Alcalá,TIPAS,62,36,2,0,0,0,23,1,7,2,3,2,0,0,0,62,2,0,0,0,60
Chuquisaca,Tomina,Villa Alcalá,VILLCA VILLCA,33,20,0,0,0,0,12,1,0,0,0,0,0,0,0,33,0,0,0,0,33
Chuquisaca,Tomina,Villa Alcalá,WANCA PAMPA,22,13,0,0,0,0,9,0,0,0,0,0,0,0,0,22,0,2,0,0,20
Chuquisaca,Tomina,Villa Alcalá,HOYADA GRANDE,15,11,1,0,0,0,3,0,3,0,0,3,0,0,0,15,0,0,0,0,15
Chuquisaca,Tomina,Villa Alcalá,GARZAS GRANDE,33,28,1,0,0,0,4,0,3,0,1,2,0,0,0,33,26,0,0,0,7
Chuquisaca,Tomina,Villa Alcalá,UÑATI,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,4,0,10
Chuquisaca,Tomina,Villa Alcalá,GARZAS CHICA,16,15,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0,2,0,13
Chuquisaca,Tomina,El Villar,ASTILLERO,26,2,0,0,0,1,23,0,1,0,0,1,0,0,0,26,0,0,1,0,25
Chuquisaca,Tomina,El Villar,BARBECHOS,63,20,0,0,0,0,43,0,2,0,2,0,0,0,0,63,26,0,2,0,35
Chuquisaca,Tomina,El Villar,CAÑA HUAYCO,40,30,0,0,0,0,10,0,26,0,2,24,0,0,0,40,5,1,0,0,34
Chuquisaca,Tomina,El Villar,EL DORADO,127,76,4,0,0,3,40,4,56,0,0,56,0,0,0,127,1,0,5,0,121
Chuquisaca,Tomina,El Villar,EL VILLAR,247,236,11,0,0,0,0,0,196,183,1,11,0,1,0,247,233,0,0,0,14
Chuquisaca,Tomina,El Villar,LAGUNILLAS,63,27,5,0,0,7,15,9,2,0,0,2,0,0,0,63,30,0,0,0,33
Chuquisaca,Tomina,El Villar,NOGALES,59,15,1,0,0,0,43,0,1,0,1,0,0,0,0,59,0,0,1,0,58
Chuquisaca,Tomina,El Villar,PAMPAS SAN AGUSTIN,25,14,5,0,0,1,5,0,0,0,0,0,0,0,0,25,0,0,1,0,24
Chuquisaca,Tomina,El Villar,SAN BLAS,124,65,0,0,0,0,57,2,9,0,3,6,0,0,0,124,16,0,0,0,108
Chuquisaca,Tomina,El Villar,SAUCE MAYU,27,0,0,0,0,0,27,0,1,0,0,1,0,0,0,27,0,0,12,0,15
Chuquisaca,Tomina,El Villar,VILLAR PAMPA,35,22,6,0,0,0,7,0,25,0,0,25,0,0,0,35,20,0,0,0,15
Chuquisaca,Tomina,El Villar,YOTALA,33,5,0,0,0,0,27,1,3,0,0,3,0,0,0,33,1,0,0,0,32
Chuquisaca,Tomina,El Villar,CALDERAS ARRIBA,13,1,0,0,1,3,8,0,0,0,0,0,0,0,0,13,0,0,0,0,13
Chuquisaca,Tomina,El Villar,QUIWIÑAS,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,20
Chuquisaca,Tomina,El Villar,ALTO DEL DORADO,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,1,1,0,10
Chuquisaca,Tomina,El Villar,KHARACHIMAYU,63,36,12,0,0,0,15,0,45,0,24,21,0,0,0,63,0,0,12,2,49
Chuquisaca,Tomina,El Villar,LA REVUELTA,77,63,6,0,0,2,6,0,56,0,15,41,0,0,0,77,0,15,3,6,53
Chuquisaca,Tomina,El Villar,RODEITO,114,51,4,0,0,0,59,0,30,0,0,30,0,0,0,114,0,14,6,0,94
Chuquisaca,Tomina,El Villar,MUSCKA,44,3,0,0,0,2,38,1,12,1,0,10,0,1,0,44,0,7,0,0,37
Chuquisaca,Hernando Siles,Monteagudo,CANDUA,574,525,39,2,0,3,5,0,424,328,9,85,1,1,0,574,528,1,0,1,44
Chuquisaca,Hernando Siles,Monteagudo,ACERO NORTE,25,17,0,0,0,0,8,0,3,0,3,0,0,0,0,25,0,0,7,0,18
Chuquisaca,Hernando Siles,Monteagudo,BUENA VISTA,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,6,0,21
Chuquisaca,Hernando Siles,Monteagudo,CRUCE PIRAYMIRI,113,72,5,0,1,8,27,0,60,0,7,53,0,0,0,113,79,0,3,0,31
Chuquisaca,Hernando Siles,Monteagudo,DIVISADERO ALTO,55,43,3,0,0,3,6,0,4,0,3,1,0,0,0,55,7,0,1,0,47
Chuquisaca,Hernando Siles,Monteagudo,MATARAL,23,19,0,0,0,0,4,0,0,0,0,0,0,0,0,23,2,0,0,0,21
Chuquisaca,Hernando Siles,Monteagudo,MAYCHA MAYU,37,34,0,0,0,1,2,0,1,0,0,1,0,0,0,37,16,0,1,0,20
Chuquisaca,Hernando Siles,Monteagudo,PUCA HUASI,58,47,0,0,0,1,10,0,16,0,3,13,0,0,0,58,32,0,1,0,25
Chuquisaca,Hernando Siles,Monteagudo,SANTA ROSA,39,34,2,0,0,0,3,0,5,0,1,4,0,0,0,39,1,0,0,1,37
Chuquisaca,Hernando Siles,Monteagudo,SIVINGAMAYU ALTO,24,23,0,0,0,0,1,0,0,0,0,0,0,0,0,24,5,1,0,0,18
Chuquisaca,Hernando Siles,Monteagudo,SIVINGAMAYU BAJO,35,35,0,0,0,0,0,0,1,1,0,0,0,0,0,35,1,0,0,0,34
Chuquisaca,Hernando Siles,Monteagudo,VALLE NUEVO,109,54,1,0,0,5,49,0,31,1,4,26,0,0,0,109,48,2,3,0,56
Chuquisaca,Hernando Siles,Monteagudo,VILLA FERNANDEZ,67,36,0,0,0,0,31,0,39,1,21,17,0,0,0,67,44,0,5,1,17
Chuquisaca,Hernando Siles,Monteagudo,MONTEAGUDO,2191,2 084,95,0,1,3,8,0,2 027,1 804,25,195,2,0,1,2 191,2 130,3,0,6,52
Chuquisaca,Hernando Siles,Monteagudo,NARANJO,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,9
Chuquisaca,Hernando Siles,Monteagudo,ANCOPAMPA,21,18,0,0,0,0,3,0,5,0,0,5,0,0,0,21,18,0,1,0,2
Chuquisaca,Hernando Siles,Monteagudo,ALTO CASADERO,11,0,0,0,1,9,1,0,1,0,0,1,0,0,0,11,0,0,1,0,10
Chuquisaca,Hernando Siles,Monteagudo,BARTOLO,46,33,1,0,0,0,12,0,10,0,0,10,0,0,0,46,7,0,13,0,26
Chuquisaca,Hernando Siles,Monteagudo,BOHORQUES,36,1,0,0,0,0,34,1,1,0,0,1,0,0,0,36,5,0,1,0,30
Chuquisaca,Hernando Siles,Monteagudo,CHUNCUSLA,33,32,0,0,0,0,1,0,14,1,0,13,0,0,0,33,7,0,1,0,25
Chuquisaca,Hernando Siles,Monteagudo,CHUYA YACU,20,15,0,0,0,0,5,0,0,0,0,0,0,0,0,20,1,0,0,0,19
Chuquisaca,Hernando Siles,Monteagudo,CAPILLA VIEJA,23,12,1,0,0,0,10,0,2,0,0,2,0,0,0,23,0,0,7,0,16
Chuquisaca,Hernando Siles,Monteagudo,CASAPA,26,6,16,0,0,0,4,0,2,0,1,1,0,0,0,26,0,0,3,0,23
Chuquisaca,Hernando Siles,Monteagudo,CAÑON LARGO,45,36,1,0,0,1,4,3,14,0,0,14,0,0,0,45,0,1,14,0,30
Chuquisaca,Hernando Siles,Monteagudo,CERRILLOS,38,30,6,0,0,0,2,0,3,0,0,3,0,0,0,38,2,0,5,2,29
Chuquisaca,Hernando Siles,Monteagudo,PUCA MAYU,24,20,0,0,0,1,3,0,6,0,0,6,0,0,0,24,4,2,13,1,4
Chuquisaca,Hernando Siles,Monteagudo,SAUCE MAYU,8,4,2,0,0,0,2,0,1,0,0,1,0,0,0,8,4,0,0,0,4
Chuquisaca,Hernando Siles,Monteagudo,YACONAL,39,3,0,0,0,0,36,0,0,0,0,0,0,0,0,39,0,2,3,0,34
Chuquisaca,Hernando Siles,Monteagudo,ÑAURENDA,58,41,5,0,0,1,11,0,5,0,1,4,0,0,0,58,5,0,12,0,41
Chuquisaca,Hernando Siles,Monteagudo,HEREDIA,44,26,3,0,0,0,15,0,8,0,0,8,0,0,0,44,17,0,1,0,26
Chuquisaca,Hernando Siles,Monteagudo,ITAPENTI,30,13,15,0,0,0,2,0,6,0,2,4,0,0,0,30,10,0,4,0,16
Chuquisaca,Hernando Siles,Monteagudo,PEÑADERIAS,53,36,5,0,0,1,11,0,22,0,1,21,0,0,0,53,9,2,23,0,19
Chuquisaca,Hernando Siles,Monteagudo,POZUELOS,38,0,0,0,0,2,32,4,2,0,0,0,0,2,0,38,0,1,7,10,20
Chuquisaca,Hernando Siles,Monteagudo,SAN MIGUEL DE LAS PAMPAS,192,168,2,0,2,5,15,0,123,0,19,104,0,0,0,192,144,0,0,0,48
Chuquisaca,Hernando Siles,Monteagudo,SAN MIGUEL DEL BAÑADO,137,98,0,0,0,4,35,0,65,0,0,65,0,0,0,137,74,2,3,1,57
Chuquisaca,Hernando Siles,Monteagudo,SAN PEDRO DEL PARAPETI,45,27,1,0,0,1,14,2,14,0,0,14,0,0,0,45,16,0,10,0,19
Chuquisaca,Hernando Siles,Monteagudo,TACUARA,28,21,1,0,0,0,6,0,5,0,1,4,0,0,0,28,4,0,2,0,22
Chuquisaca,Hernando Siles,Monteagudo,ACHIRAL,49,40,1,0,0,3,5,0,34,0,0,34,0,0,0,49,35,0,0,0,14
Chuquisaca,Hernando Siles,Monteagudo,CAMALOTE,37,19,10,0,0,0,8,0,21,0,0,21,0,0,0,37,22,0,2,0,13
Chuquisaca,Hernando Siles,Monteagudo,CHAPI MAYU,113,74,13,0,0,3,23,0,53,0,2,51,0,0,0,113,56,0,4,0,53
Chuquisaca,Hernando Siles,Monteagudo,CANISAL,39,12,0,0,0,0,27,0,2,0,0,2,0,0,0,39,12,0,2,0,25
Chuquisaca,Hernando Siles,Monteagudo,CHAJRA PAMPA,19,18,0,0,0,0,1,0,16,0,0,16,0,0,0,19,15,0,0,0,4
Chuquisaca,Hernando Siles,Monteagudo,LIMONAL,36,35,0,0,0,0,1,0,2,0,0,2,0,0,0,36,6,0,2,0,28
Chuquisaca,Hernando Siles,Monteagudo,EL PUENTE,32,28,0,0,0,0,4,0,5,0,0,5,0,0,0,32,26,0,3,0,3
Chuquisaca,Hernando Siles,Monteagudo,PEDERNAL,32,23,5,0,0,1,3,0,16,0,0,16,0,0,0,32,29,1,0,0,2
Chuquisaca,Hernando Siles,Monteagudo,ROLDANA,41,33,0,0,0,0,8,0,18,0,2,16,0,0,0,41,29,0,4,0,8
Chuquisaca,Hernando Siles,Monteagudo,CAÑADILLAS,21,11,10,0,0,0,0,0,3,3,0,0,0,0,0,21,2,2,1,0,16
Chuquisaca,Hernando Siles,Monteagudo,SANTIAGO DE CERRILLOS,39,32,4,0,0,0,3,0,20,0,0,20,0,0,0,39,29,0,1,0,9
Chuquisaca,Hernando Siles,Monteagudo,CUMARINDO,14,0,0,0,0,0,14,0,2,0,0,2,0,0,0,14,0,0,10,0,4
Chuquisaca,Hernando Siles,Monteagudo,SAN PEDRO DEL ZAPALLAR,95,79,0,0,0,2,14,0,46,0,4,41,1,0,0,95,53,0,2,0,40
Chuquisaca,Hernando Siles,Monteagudo,SOMBRERILLOS,73,45,3,0,0,7,18,0,11,0,0,10,0,1,0,73,16,1,7,0,49
Chuquisaca,Hernando Siles,Monteagudo,LAS PALMITAS,30,25,1,0,0,0,3,1,7,0,1,6,0,0,0,30,10,0,1,0,19
Chuquisaca,Hernando Siles,Monteagudo,PUCARA ALTO,19,5,0,0,0,1,13,0,0,0,0,0,0,0,0,19,4,0,2,0,13
Chuquisaca,Hernando Siles,Monteagudo,CABAYURE,16,14,0,0,0,0,2,0,2,0,1,1,0,0,0,16,1,0,2,0,13
Chuquisaca,Hernando Siles,Monteagudo,LOS PINOS,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,1,0,11
Chuquisaca,Hernando Siles,Monteagudo,AGUADILLAS,25,22,0,0,0,0,3,0,1,1,0,0,0,0,0,25,2,0,7,1,15
Chuquisaca,Hernando Siles,Monteagudo,VALLECITOS,43,33,0,0,0,0,10,0,18,0,1,17,0,0,0,43,0,1,15,0,27
Chuquisaca,Hernando Siles,Monteagudo,EL ZAPALLAR,28,28,0,0,0,0,0,0,27,3,23,1,0,0,0,28,25,0,0,0,3
Chuquisaca,Hernando Siles,Monteagudo,PAMPA LA LIMA,22,0,0,0,0,0,21,1,0,0,0,0,0,0,0,22,1,0,5,0,16
Chuquisaca,Hernando Siles,Monteagudo,CORTADERAL,36,3,1,0,0,10,21,1,2,0,0,2,0,0,0,36,0,0,6,0,30
Chuquisaca,Hernando Siles,Monteagudo,DESPENSAS,40,1,0,0,0,0,39,0,0,0,0,0,0,0,0,40,0,1,10,0,29
Chuquisaca,Hernando Siles,Monteagudo,INGAVI,56,25,4,0,0,1,25,1,20,0,0,20,0,0,0,56,0,3,9,0,44
Chuquisaca,Hernando Siles,Monteagudo,LA CAPILLA,42,27,1,0,0,0,14,0,2,0,0,2,0,0,0,42,0,1,8,0,33
