Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,0 años de edad,1 año de edad,2 años de edad,3 años de edad,4 años de edad,5 años de edad,6 años de edad,7 años de edad,8 años de edad,9 años de edad,10 años de edad,11 años de edad,12 años de edad,13 años de edad,14 años de edad,15 años de edad,16 años de edad,17 años de edad,18 años de edad,19 años de edad,20 a 24 años de edad,25 a 29 años de edad,30 a 34 años de edad,35 a 39 años de edad,40 a 44 años de edad,45 a 49 años de edad,50 a 54 años de edad,55 a 59 años de edad,60 a 64 años de edad,65 a 69 años de edad,70 a 74 años de edad,75 a 79 años de edad,80 a 84 años de edad,85 a 89 años de edad,90 a 94 años de edad,95 años y mas
La Paz,Murillo,La Paz,LA PAZ,758 845,11 268,11 490,12 553,13 432,13 610,11 332,11 214,11 627,11 880,11 668,12 404,12 190,13 500,12 957,13 007,13 256,13 734,14 873,15 644,14 758,75 038,65 158,65 372,54 978,49 586,40 890,38 311,29 759,26 351,18 835,13 968,9 415,8 337,4 213,1 603,634
La Paz,Murillo,La Paz,ALTO ACHACHICALA,63,0,0,0,0,0,1,1,1,1,2,2,1,2,0,2,2,0,0,0,2,4,5,8,5,3,1,6,4,3,4,1,1,1,0,0,0
La Paz,Murillo,La Paz,HAMPATURI,50,0,1,0,0,0,0,1,2,1,0,1,1,1,1,0,0,2,1,2,4,3,2,5,2,2,3,3,2,2,2,2,1,1,0,2,0
La Paz,Murillo,La Paz,UMA PALCA,86,3,4,1,4,4,2,1,2,0,2,2,1,0,2,1,4,0,1,4,1,13,9,6,2,2,3,4,3,2,2,0,1,0,0,0,0
La Paz,Murillo,La Paz,PONGO,341,5,5,1,5,7,9,3,2,7,6,8,4,14,12,5,6,7,3,2,4,34,28,32,20,31,16,18,8,13,7,6,9,2,1,1,0
La Paz,Murillo,La Paz,PANTINI,531,4,17,12,11,20,11,14,8,18,12,19,13,18,13,13,17,14,12,9,7,37,32,51,31,34,21,22,8,11,7,9,2,2,0,1,1
La Paz,Murillo,La Paz,ACHACHICALA CENTRO,144,1,0,1,0,2,3,3,1,3,2,4,3,3,3,4,5,2,2,1,3,11,6,11,17,12,7,4,11,6,6,4,2,1,0,0,0
La Paz,Murillo,La Paz,CARPANI,239,4,3,10,2,6,5,7,2,3,3,2,6,15,6,3,8,2,5,3,1,18,9,15,22,11,18,9,8,12,9,4,6,1,0,0,1
La Paz,Murillo,La Paz,CHOQUECHIHUANI,176,3,1,3,6,2,3,5,3,5,5,4,1,11,4,4,2,3,4,5,0,17,5,4,12,13,7,13,12,5,4,1,2,4,1,1,1
La Paz,Murillo,La Paz,LOROCOTA,322,1,5,4,6,3,6,4,6,7,7,10,13,7,8,8,6,6,6,3,3,19,19,20,32,19,13,12,14,15,12,14,7,6,0,1,0
La Paz,Murillo,La Paz,QUIÑUMA,304,3,1,7,3,4,4,5,4,3,6,7,4,6,7,3,7,9,9,7,12,29,29,14,15,23,16,20,10,10,5,7,7,5,2,1,0
La Paz,Murillo,La Paz,ACHACHICALA,165,1,1,2,0,1,0,1,0,2,2,3,6,4,3,3,6,5,0,1,3,10,8,9,5,9,11,14,19,11,7,9,3,6,0,0,0
La Paz,Murillo,La Paz,ORIGINARIA CHACALTAYA,151,2,1,5,4,2,4,0,4,6,1,4,5,4,0,4,1,2,2,2,4,17,12,5,8,15,9,10,6,6,2,2,1,1,0,0,0
La Paz,Murillo,La Paz,PALCOMA,417,5,5,6,12,5,10,10,7,10,12,14,6,3,11,2,12,12,6,12,7,28,26,36,16,26,20,24,15,19,20,12,4,3,0,0,1
La Paz,Murillo,La Paz,JACHA KORA,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,2,0,0,2,6,1,3,1,0,0,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,SUNTURUTA,35,1,2,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,3,3,2,2,1,5,2,1,3,1,1,0,1,0,0,0
La Paz,Murillo,La Paz,HAMPATURI CHICO,91,4,1,1,2,3,0,2,1,5,1,6,0,3,1,1,2,3,2,4,0,12,3,3,5,7,6,4,2,1,0,1,4,1,0,0,0
La Paz,Murillo,La Paz,APAÑA,1 288,20,27,19,32,41,23,29,26,35,24,34,35,40,33,27,40,27,30,32,22,144,91,103,81,71,55,34,24,33,23,11,7,9,1,1,4
La Paz,Murillo,La Paz,CAHUA GRANDE,122,2,1,0,3,4,2,1,4,1,5,3,0,4,1,4,3,3,0,1,2,7,7,11,6,6,6,9,4,5,11,1,3,1,0,1,0
La Paz,Murillo,La Paz,CANSIQUE,34,2,0,0,1,0,0,0,0,1,2,0,0,2,1,0,1,0,0,2,0,1,2,1,4,2,1,6,1,1,2,1,0,0,0,0,0
La Paz,Murillo,La Paz,CHIVIRAQUE,59,1,0,1,0,4,2,0,1,0,2,0,3,1,2,0,1,1,1,1,2,2,7,3,4,7,7,3,1,1,1,0,0,0,0,0,0
La Paz,Murillo,La Paz,COSCAPA,140,1,0,4,1,4,4,1,2,4,1,2,1,2,1,2,1,0,1,1,1,13,7,6,10,10,7,9,7,5,12,6,10,2,0,1,1
La Paz,Murillo,La Paz,HARCA,44,0,1,0,0,0,0,0,1,0,1,1,1,2,0,2,0,1,0,2,0,1,2,2,2,4,3,6,4,2,2,3,1,0,0,0,0
La Paz,Murillo,La Paz,HUAYLLIPAYA,100,0,0,2,2,4,2,3,0,2,1,3,4,3,1,2,2,2,2,1,1,3,3,6,9,8,5,7,5,9,5,1,0,1,1,0,0
La Paz,Murillo,La Paz,JACHA LOMA,51,0,0,1,1,1,1,2,0,1,2,1,1,2,0,2,1,1,0,0,0,2,2,4,1,5,4,1,4,5,2,0,1,3,0,0,0
La Paz,Murillo,La Paz,LLAULLINI,146,2,2,2,3,1,1,0,3,3,0,2,4,2,1,0,1,3,1,4,5,17,8,8,8,6,9,10,7,13,8,8,0,2,2,0,0
La Paz,Murillo,La Paz,ZONGO,63,0,0,1,1,0,1,0,0,1,1,0,0,5,0,0,0,0,3,1,1,3,2,4,7,5,9,1,6,3,2,4,2,0,0,0,0
La Paz,Murillo,La Paz,ISICANI,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,2,0,2,1,0,0,0,0
La Paz,Murillo,La Paz,CHORO TIQUIMANI,99,1,0,1,0,1,1,1,0,2,1,2,0,2,3,2,1,0,1,3,2,12,5,9,13,14,5,4,5,2,4,2,0,0,0,0,0
La Paz,Murillo,La Paz,CHUCURA BAJO,59,0,1,2,2,1,1,0,2,0,0,2,0,0,0,1,1,1,1,3,1,4,5,3,4,1,4,2,4,7,1,1,1,3,0,0,0
La Paz,Murillo,La Paz,COSCAPA BAJO,61,0,0,0,3,3,2,3,1,3,1,1,1,0,0,0,1,1,1,0,1,6,5,5,4,3,6,1,2,0,5,2,0,0,0,0,0
La Paz,Murillo,La Paz,PRIMERA ESPERANZA,39,1,2,0,1,1,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,1,3,7,3,1,3,1,6,0,1,0,0,0,0,1,0
La Paz,Murillo,La Paz,VILLA ESPERANZA,35,0,1,0,0,0,2,0,1,0,0,1,2,0,0,0,2,1,0,0,0,2,1,2,1,4,1,2,4,0,1,1,3,2,1,0,0
La Paz,Murillo,La Paz,COBIJA,25,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,2,0,6,1,1,1,1,3,2,0,1,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,HUAJI,75,0,1,8,3,1,3,2,3,4,1,2,3,3,1,2,2,2,0,0,0,4,0,5,7,2,4,4,1,3,1,2,1,0,0,0,0
La Paz,Murillo,La Paz,MONTE VERDE,72,4,0,1,1,3,1,2,3,2,2,6,1,1,2,2,3,2,1,1,2,5,3,5,2,6,4,3,2,1,0,0,0,0,1,0,0
La Paz,Murillo,La Paz,ZONGO TROPICO,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,3,0,1,1,0,0,0,0,0,0
La Paz,Murillo,La Paz,CAHUA CHICO,27,0,1,0,0,1,0,0,1,0,1,0,1,2,1,1,0,0,1,1,0,2,2,0,0,3,1,4,0,1,3,0,0,0,0,0,0
La Paz,Murillo,La Paz,BOTIJLACA,48,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,2,9,4,8,2,6,2,1,2,1,3,0,0,0,0,0
La Paz,Murillo,La Paz,CAMBAYA,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,CAÑAVIRI,197,0,4,5,2,6,1,2,8,4,2,0,8,4,2,1,3,4,3,6,3,15,15,11,14,9,11,6,14,6,7,8,7,5,1,0,0
La Paz,Murillo,La Paz,CHIRIMOYANI,67,2,1,1,3,2,1,4,2,1,2,0,1,3,0,2,1,2,0,2,4,9,6,5,0,3,5,2,0,3,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,CUTICUCHO,26,0,1,0,1,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0,1,5,2,1,3,0,0,0,2,0,1,0,0
La Paz,Murillo,La Paz,QUIMSA MOJENITANI,24,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,0,1,0,2,1,1,0,0,1,0,0,0
La Paz,Murillo,La Paz,SANTA ROSA,40,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,5,2,5,2,9,0,1,0,0,1,0,0,0,0,0
La Paz,Murillo,La Paz,2 DE AGOSTO,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,HUARI CUNCA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,CHUQUINI,139,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,2,22,16,10,12,14,18,10,11,1,6,3,1,0,0,0,0
La Paz,Murillo,La Paz,CIELO JAHUIRA,65,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,5,1,4,7,3,9,6,8,7,2,2,2,1,1,0,0,0,0
La Paz,Murillo,La Paz,MONTE OLIVO,66,0,1,2,2,1,1,0,4,3,1,1,1,0,0,0,0,3,0,0,0,10,1,5,9,5,5,4,2,3,0,2,0,0,0,0,0
La Paz,Murillo,La Paz,TAMBO PATA,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,2,2,4,1,3,2,0,2,1,1,0,0,0,0
La Paz,Murillo,La Paz,ESMERALDA,151,1,1,6,13,4,2,9,5,4,3,5,4,5,2,2,1,1,0,1,0,18,19,19,14,8,1,0,0,1,1,1,0,0,0,0,0
La Paz,Murillo,La Paz,ISLANI BAJO,54,0,2,0,0,2,0,3,1,2,0,2,1,1,1,1,3,0,1,1,0,1,3,3,2,2,1,4,4,6,4,2,1,0,0,0,0
La Paz,Murillo,La Paz,LLUSIJACHI,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,2,3,0,0,1,0,0,0,0,0,0
La Paz,Murillo,La Paz,SEGUNDA ESPERANZA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,INGAVI,48,0,1,0,1,0,1,1,0,0,2,1,0,1,2,0,0,1,0,0,0,4,1,3,6,5,5,5,3,0,1,3,1,0,0,0,0
La Paz,Murillo,La Paz,APANA,416,3,3,5,5,6,8,2,5,6,9,15,3,13,5,14,12,13,11,15,6,59,28,36,24,35,17,24,9,15,5,3,1,0,0,1,0
La Paz,Murillo,La Paz,CHUCURA ALTO,108,0,3,1,1,4,2,3,2,1,3,4,2,3,3,4,2,1,3,1,0,13,1,6,5,8,9,3,6,4,1,5,3,1,0,0,0
La Paz,Murillo,La Paz,ILLAMPU,19,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3,1,0,2,0,1,0,2,0,1,0,0,0,0,0
La Paz,Murillo,La Paz,SAN JORGE SEGUNDO,35,0,0,2,0,1,0,0,0,0,0,0,0,1,1,2,2,0,1,2,1,3,2,1,3,4,1,2,3,1,1,0,0,0,0,0,1
La Paz,Murillo,La Paz,URUJARA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0
La Paz,Murillo,La Paz,CHURURAQUI,20,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,4,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0
La Paz,Murillo,La Paz,NUEVA ESPERANZA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,HUAYRAPTA,35,4,1,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,2,5,4,4,2,2,2,0,2,0,0,0,0,0,0,0,0
La Paz,Murillo,La Paz,SUSUPI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0
La Paz,Murillo,La Paz,WILACOTA,67,0,0,0,0,0,0,0,0,1,1,2,0,3,1,3,1,0,1,3,1,2,6,4,5,2,3,9,7,8,1,2,0,1,0,0,0
La Paz,Murillo,La Paz,TIRMA,190,2,5,4,0,1,3,2,1,2,0,0,1,1,0,4,6,5,9,9,6,39,17,13,13,12,10,12,5,2,2,2,2,0,0,0,0
La Paz,Murillo,Palca,AMACHUMA CHICO,52,1,1,1,1,0,3,1,2,0,3,2,1,2,0,2,1,0,0,2,1,5,7,2,3,1,0,2,2,2,1,2,1,0,0,0,0
La Paz,Murillo,Palca,AMACHUMA GRANDE,261,6,9,9,2,7,2,5,6,7,5,3,4,7,4,7,10,7,6,11,5,23,12,17,12,17,12,11,16,1,8,3,2,4,0,1,0
La Paz,Murillo,Palca,CALCHANI,201,7,1,1,5,5,4,5,2,4,3,4,2,5,2,5,2,1,3,4,6,15,11,11,16,9,10,8,13,8,10,12,5,0,0,2,0
La Paz,Murillo,Palca,CAMIRAYA,157,6,3,3,2,4,4,4,3,0,4,5,5,4,2,7,5,3,4,2,1,8,13,9,3,10,8,7,4,9,3,7,2,1,1,1,0
La Paz,Murillo,Palca,CHOQUECOTA,695,21,24,27,17,20,18,18,18,17,12,20,14,22,9,15,20,16,13,21,27,59,45,49,23,25,22,20,29,18,15,8,7,1,3,2,0
La Paz,Murillo,Palca,CHUJUNI,105,2,1,0,2,3,2,2,1,3,3,3,4,4,2,1,3,0,5,1,4,5,7,6,3,4,3,8,5,7,3,2,2,3,1,0,0
La Paz,Murillo,Palca,CHULLO,172,1,3,2,3,1,1,3,3,5,2,4,4,8,4,6,5,4,5,4,1,9,7,8,10,13,12,10,10,11,7,2,2,2,0,0,0
La Paz,Murillo,Palca,HUACAHUACANI,107,1,1,1,0,1,1,4,4,1,1,4,2,1,3,5,1,0,1,1,1,4,7,6,9,5,9,6,1,8,5,8,3,2,0,0,0
La Paz,Murillo,Palca,JUKUMARCA,153,6,0,1,3,1,2,2,1,7,0,4,6,1,0,3,3,5,1,5,2,18,7,12,12,11,8,3,9,8,8,3,1,0,0,0,0
La Paz,Murillo,Palca,KARSI,151,4,2,1,1,3,1,2,3,1,1,3,4,4,5,4,6,2,2,2,2,9,10,10,6,12,9,7,13,8,6,2,4,1,1,0,0
La Paz,Murillo,Palca,PACUANI,348,6,6,8,10,7,6,7,5,9,9,7,8,14,11,12,5,9,7,5,4,28,15,16,17,16,22,20,9,13,14,15,3,2,2,1,0
La Paz,Murillo,Palca,SEGUENCANI,150,3,3,1,5,1,2,1,3,4,3,2,1,3,0,5,4,1,2,2,5,11,8,7,10,13,11,7,6,7,3,9,5,2,0,0,0
La Paz,Murillo,Palca,TACAPAYA,235,5,3,4,3,8,4,6,6,1,6,3,5,7,2,8,4,5,5,5,3,17,13,16,10,16,25,13,6,9,3,6,7,1,0,0,0
La Paz,Murillo,Palca,TARUJIRI,195,6,3,2,4,7,7,4,7,2,4,8,8,5,7,6,3,1,1,4,1,9,9,12,13,6,13,9,5,6,14,3,5,1,0,0,0
La Paz,Murillo,Palca,TUHUACO,359,5,2,7,7,8,5,8,10,3,5,8,8,13,5,7,10,9,6,7,3,34,14,16,26,21,22,20,16,17,18,6,4,3,6,0,0
La Paz,Murillo,Palca,UNI,1 188,19,8,17,25,27,26,25,24,33,24,44,29,41,32,32,33,31,20,39,28,85,75,75,86,63,48,44,49,35,26,22,10,10,1,1,1
La Paz,Murillo,Palca,LA ENCONADA,139,2,2,8,3,6,5,3,1,3,2,5,1,2,3,3,2,1,1,3,3,19,8,13,8,3,6,7,4,2,5,1,0,3,0,1,0
La Paz,Murillo,Palca,PALCA,796,26,11,19,25,21,14,22,17,18,15,16,10,15,11,14,28,21,8,23,17,82,67,40,28,38,36,36,29,24,16,21,12,8,6,1,1
La Paz,Murillo,Palca,HUAYLLARAVI,98,0,2,4,1,3,1,0,1,2,0,0,2,1,2,0,1,1,1,4,1,5,14,12,11,5,5,5,4,7,1,2,0,0,0,0,0
La Paz,Murillo,Palca,HUANCA PAMPA,135,1,2,1,2,4,2,3,3,4,0,5,1,3,3,4,5,2,5,3,1,18,5,6,11,6,5,6,4,5,8,2,3,2,0,0,0
La Paz,Murillo,Palca,PUQUISE,91,0,2,4,3,3,3,4,4,4,2,1,1,1,1,0,0,3,1,2,1,5,12,9,1,3,6,6,1,1,3,4,0,0,0,0,0
La Paz,Murillo,Palca,MOLINOS RETAMANI,125,1,2,3,4,1,2,2,4,3,2,5,3,3,1,3,4,1,0,2,1,5,5,7,7,9,9,6,14,7,4,2,2,0,1,0,0
La Paz,Murillo,Palca,KATUPAYA,21,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,2,1,0,3,3,0,3,1,1,0,0,0,0
La Paz,Murillo,Palca,VILLA ASUNCION,32,1,3,0,0,1,2,1,1,1,0,1,1,0,0,0,1,0,1,0,1,3,4,2,1,2,1,2,0,1,0,0,0,1,0,0,0
La Paz,Murillo,Palca,BELLA VISTA,34,1,0,1,0,2,1,0,2,0,1,2,1,2,2,1,1,2,2,0,0,0,2,0,2,2,1,2,2,0,0,0,0,2,0,0,0
La Paz,Murillo,Palca,CAYIMBAYA,472,12,6,15,14,6,6,8,9,10,9,8,6,10,11,6,15,12,6,10,5,42,40,25,25,32,31,23,16,14,10,11,8,6,3,1,1
La Paz,Murillo,Palca,QUILLIHUAYA,372,3,3,7,2,7,6,6,4,8,3,6,6,9,9,14,9,12,8,13,7,30,30,21,21,21,23,18,14,17,10,7,9,3,5,1,0
La Paz,Murillo,Palca,COHONI,1 084,10,15,11,15,22,18,14,15,20,23,11,24,16,15,27,20,23,24,26,8,91,69,63,73,63,62,51,66,52,54,33,19,17,9,5,0
La Paz,Murillo,Palca,ACHOJPAYA,114,3,3,2,4,5,3,1,2,0,4,0,3,3,1,1,1,1,0,1,0,12,18,13,7,6,6,1,4,4,3,0,2,0,0,0,0
La Paz,Murillo,Palca,ATAHUALLANI,253,7,5,4,4,6,2,3,3,9,6,9,4,9,8,5,2,5,9,2,7,11,10,17,13,18,14,14,8,10,8,6,6,1,6,1,1
La Paz,Murillo,Palca,CACHAPAYA,488,14,7,11,12,10,11,5,8,13,8,5,8,12,12,12,17,12,5,15,7,45,25,29,32,26,28,15,21,15,16,7,9,9,3,3,1
La Paz,Murillo,Palca,CHALLASIRCA,290,2,6,14,6,7,7,5,8,6,11,7,6,7,3,7,10,7,10,7,3,16,19,21,12,16,15,11,7,12,12,4,1,4,0,1,0
La Paz,Murillo,Palca,CHAÑURANI,114,1,2,1,1,1,0,3,0,2,2,1,1,1,1,1,4,6,2,1,1,11,11,10,7,8,9,7,4,1,1,6,3,2,1,1,0
La Paz,Murillo,Palca,CHOJAHUAYA,288,3,5,3,4,12,6,6,7,6,5,9,9,12,6,6,6,6,5,2,6,23,17,26,13,11,16,13,18,7,4,3,5,3,2,0,3
La Paz,Murillo,Palca,CHOTOCOLLO,134,3,3,2,5,2,5,3,1,6,0,3,2,2,5,3,2,5,4,7,3,22,8,8,5,3,7,7,3,1,1,0,1,2,0,0,0
La Paz,Murillo,Palca,HUARIMUTUHUAYA,93,0,2,4,1,2,3,3,4,3,4,3,0,4,1,2,0,2,3,1,1,2,7,5,7,5,6,4,1,1,8,0,1,2,1,0,0
La Paz,Murillo,Palca,HUSSI,324,5,7,12,11,4,7,6,9,9,7,5,3,10,8,3,6,5,1,7,12,45,29,19,22,14,12,12,11,8,5,5,1,2,1,1,0
La Paz,Murillo,Palca,JALANCHA,53,0,1,1,2,0,2,2,0,2,0,0,0,2,3,1,3,3,3,2,1,9,2,0,1,5,2,2,0,2,0,0,1,0,1,0,0
La Paz,Murillo,Palca,JUCUMARINI,40,2,0,1,1,0,1,2,0,0,1,0,1,2,2,2,0,2,0,0,2,2,6,4,3,0,1,0,1,0,0,1,0,1,1,0,1
La Paz,Murillo,Palca,KARIPO,143,0,8,1,8,1,5,5,3,0,3,4,2,6,2,4,4,0,2,1,3,10,11,11,16,8,3,1,8,7,3,1,1,0,1,0,0
La Paz,Murillo,Palca,LA GLORIETA,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,2,1,1,2,0,2,0,0,1,1,0,1,0,0
La Paz,Murillo,Palca,LA ENCONADA,100,4,5,1,0,6,1,0,1,1,1,2,2,1,0,2,2,0,7,0,2,11,13,1,7,4,9,3,2,3,3,3,1,2,0,0,0
La Paz,Murillo,Palca,LLUJO,387,11,6,4,4,13,8,7,10,18,8,7,9,8,6,7,16,8,11,11,5,24,18,19,18,21,30,18,16,7,12,7,8,8,4,0,0
La Paz,Murillo,Palca,LURATA,109,0,3,1,6,4,3,4,4,3,5,5,2,2,1,3,3,2,1,1,0,10,3,11,10,6,6,2,1,3,1,2,0,1,0,0,0
La Paz,Murillo,Palca,MUTUHUAYA,667,17,9,14,11,27,6,10,13,11,16,12,10,15,5,21,14,28,20,20,13,60,56,42,35,34,34,28,20,25,13,11,12,3,0,1,1
La Paz,Murillo,Palca,TAHUAPALCA,276,7,2,5,6,7,2,5,8,5,7,4,8,7,6,5,11,2,4,6,4,19,23,15,25,9,14,17,10,10,6,9,4,1,2,1,0
La Paz,Murillo,Palca,TANINPATA,248,6,9,6,6,5,5,6,2,3,1,1,1,1,5,4,5,1,2,1,5,29,25,18,11,14,14,10,18,9,3,12,4,4,1,1,0
La Paz,Murillo,Palca,YARICACHI,207,2,7,2,3,3,8,1,8,3,6,7,12,4,8,3,4,1,4,3,3,14,12,10,9,17,15,14,5,3,2,7,2,4,1,0,0
La Paz,Murillo,Palca,COTAÑA,488,4,16,11,11,13,13,9,13,22,20,11,21,11,11,18,11,13,6,5,6,28,29,36,29,27,17,22,12,16,5,9,7,3,1,1,1
La Paz,Murillo,Palca,KHAPI,249,6,3,7,2,9,4,5,5,10,2,3,2,12,2,5,5,5,4,5,2,20,22,18,15,20,15,7,5,9,8,2,5,4,1,0,0
La Paz,Murillo,Palca,LA GRANJA,149,0,3,2,6,3,1,1,5,2,1,7,1,7,4,3,5,5,5,2,1,11,10,6,11,9,7,3,9,3,7,3,4,1,1,0,0
La Paz,Murillo,Palca,NUEVA ESPERANZA,80,0,0,1,0,2,2,3,4,0,4,5,0,4,0,0,3,4,3,5,0,4,3,4,3,7,5,6,1,2,1,3,0,1,0,0,0
La Paz,Murillo,Palca,PUCAYA,179,4,2,2,3,5,2,3,5,6,6,2,1,5,2,4,1,3,3,2,1,10,13,14,9,7,15,13,10,5,5,5,6,3,1,0,1
La Paz,Murillo,Palca,CEBOLLULLO,390,6,4,9,10,12,10,6,7,12,5,6,15,14,17,4,20,5,7,4,10,15,31,21,30,23,16,15,14,13,10,4,3,6,4,1,1
La Paz,Murillo,Palca,EL CHORO,172,4,6,7,5,1,3,1,3,5,4,4,4,2,1,1,1,4,5,4,1,30,11,11,8,8,11,10,4,6,3,1,2,1,0,0,0
La Paz,Murillo,Palca,TIRATA,290,1,6,8,3,3,2,4,5,3,2,10,6,8,3,11,5,9,7,6,7,21,15,22,22,25,19,14,7,5,8,12,6,2,1,1,1
La Paz,Murillo,Palca,MUTUHUAYA BAJA,78,0,1,1,1,2,0,5,1,3,3,2,2,5,1,2,2,3,1,0,0,8,4,7,6,5,4,3,3,1,0,2,0,0,0,0,0
La Paz,Murillo,Palca,CHAJJA,162,5,0,1,4,1,5,3,4,3,1,6,2,7,4,5,4,3,3,3,5,10,10,18,15,6,10,8,6,1,5,3,0,1,0,0,0
La Paz,Murillo,Palca,HUCHUPAMPA,167,4,4,3,5,5,1,3,4,3,4,4,4,4,6,5,6,5,7,4,5,12,9,10,16,10,8,8,3,4,0,1,0,0,0,0,0
La Paz,Murillo,Palca,TARUJUMAÑA,55,1,0,2,2,0,0,0,2,1,4,2,1,4,1,4,1,1,0,1,1,2,0,2,5,2,3,7,2,0,2,1,0,1,0,0,0
La Paz,Murillo,Palca,ZONA ZONA,62,4,0,1,1,2,0,1,0,0,2,0,1,2,1,1,0,1,4,1,0,8,2,7,1,7,5,3,2,1,2,0,1,0,0,1,0
La Paz,Murillo,Palca,ARAMANI,323,6,4,9,5,3,4,3,6,7,10,6,11,10,8,11,6,9,6,8,3,18,21,34,21,18,13,14,11,12,12,2,8,0,2,2,0
La Paz,Murillo,Palca,COHANI,36,3,0,0,1,2,2,0,0,1,0,0,1,0,0,1,2,1,0,2,2,4,0,1,0,0,1,3,6,0,1,1,0,1,0,0,0
La Paz,Murillo,Palca,PARUÑA,224,6,1,2,3,7,10,2,6,3,7,7,2,9,4,5,5,8,8,6,2,17,9,16,13,13,4,8,9,8,9,7,5,1,2,0,0
La Paz,Murillo,Palca,PUSQUIRI,61,3,2,1,2,2,0,1,1,3,1,2,0,2,1,0,1,1,1,1,1,3,8,3,2,4,4,4,0,3,1,1,1,0,1,0,0
La Paz,Murillo,Palca,TACACHIA,122,6,2,3,4,2,5,3,2,6,4,5,2,5,3,2,3,1,1,0,4,10,6,5,5,4,4,5,2,10,3,2,0,3,0,0,0
La Paz,Murillo,Palca,UNNA,161,4,3,3,3,5,4,0,5,4,3,2,4,4,2,3,8,5,1,3,3,14,5,7,10,7,8,6,13,5,7,1,7,0,2,0,0
La Paz,Murillo,Palca,YAJACHI,144,3,10,4,1,8,5,4,6,4,6,2,1,2,5,3,5,1,0,1,1,15,10,6,9,7,6,5,3,5,1,5,0,0,0,0,0
La Paz,Murillo,Palca,PINAYA,294,7,1,4,6,3,9,4,6,4,7,7,2,7,3,6,12,4,3,6,4,19,24,21,17,20,16,15,12,13,12,13,6,1,0,0,0
La Paz,Murillo,Palca,QUILLIHUAYA,103,2,3,0,3,4,0,1,4,2,3,0,0,2,1,1,1,1,1,1,1,4,9,6,4,5,11,3,7,7,6,5,1,3,1,0,0
La Paz,Murillo,Palca,LACAYANI,213,6,3,4,6,4,4,3,6,2,5,4,2,7,3,9,4,6,7,4,4,15,13,14,13,6,12,8,12,7,7,5,5,3,0,0,0
La Paz,Murillo,Palca,MILLA MILLA,147,2,0,1,1,4,0,3,7,4,3,5,3,6,6,3,5,4,1,4,2,16,8,6,5,9,14,5,1,6,4,3,2,3,0,0,1
