Departamento,Provincia,Municipio,Ciudad / Comunidad,Total,0 años de edad,1 año de edad,2 años de edad,3 años de edad,4 años de edad,5 años de edad,6 años de edad,7 años de edad,8 años de edad,9 años de edad,10 años de edad,11 años de edad,12 años de edad,13 años de edad,14 años de edad,15 años de edad,16 años de edad,17 años de edad,18 años de edad,19 años de edad,20 a 24 años de edad,25 a 29 años de edad,30 a 34 años de edad,35 a 39 años de edad,40 a 44 años de edad,45 a 49 años de edad,50 a 54 años de edad,55 a 59 años de edad,60 a 64 años de edad,65 a 69 años de edad,70 a 74 años de edad,75 a 79 años de edad,80 a 84 años de edad,85 a 89 años de edad,90 a 94 años de edad,95 años y mas
La Paz,Loayza,Luribay,PEÑA TAUCARASI,54,2,1,3,1,0,1,1,1,0,0,0,1,1,0,1,2,0,1,1,1,5,0,6,3,5,4,3,5,4,0,0,1,0,0,0,0
La Paz,Loayza,Luribay,LLAPA LLAPANI,75,3,1,1,1,3,1,1,0,1,0,0,0,2,1,0,3,0,0,2,1,7,5,4,1,5,2,6,5,9,4,2,1,2,1,0,0
La Paz,Loayza,Luribay,TAUCARASI,58,0,2,0,1,1,0,3,2,0,0,3,0,1,1,2,1,2,2,4,0,1,3,1,6,6,5,4,1,4,1,0,0,0,1,0,0
La Paz,Loayza,Luribay,CARAYAPU,306,1,7,3,6,6,5,4,7,2,3,4,3,2,2,8,7,5,9,3,7,26,24,20,23,16,27,21,9,17,10,9,5,2,0,3,0
La Paz,Loayza,Luribay,ALTOSUYO,32,0,0,0,1,0,0,0,2,0,1,0,2,1,1,0,0,1,0,1,0,0,1,2,1,0,3,2,4,3,1,1,1,2,0,1,0
La Paz,Loayza,Luribay,MOJON,72,1,0,2,0,1,0,1,2,2,1,0,0,1,1,1,1,0,0,2,0,4,4,3,4,4,4,3,7,6,3,6,4,2,2,0,0
La Paz,Loayza,Luribay,VILLA FLORIDA,94,2,1,3,1,0,1,1,1,2,2,0,2,4,1,2,2,4,0,5,2,10,4,9,12,7,2,4,2,4,1,3,0,0,0,0,0
La Paz,Loayza,Luribay,COLLIRI,124,1,2,4,4,4,3,2,5,3,2,2,2,0,7,2,1,2,2,1,0,7,7,13,11,6,5,7,7,4,2,1,1,2,1,0,1
La Paz,Loayza,Luribay,OKOLLANI,51,0,0,1,2,1,0,1,2,2,1,1,1,2,1,0,2,1,0,1,2,2,1,3,6,1,1,4,3,2,4,2,0,1,0,0,0
La Paz,Loayza,Luribay,CUPI,120,1,2,0,1,1,1,3,3,2,1,2,4,3,3,3,2,4,1,1,1,6,5,7,5,7,7,9,8,11,9,2,3,0,2,0,0
La Paz,Loayza,Luribay,POROMA,125,2,4,0,2,2,0,0,1,3,4,1,1,4,0,3,5,1,5,3,1,5,5,5,3,16,8,4,11,5,5,3,4,4,1,2,2
La Paz,Loayza,Luribay,CAPINOTA,109,0,1,0,1,3,2,1,2,1,4,1,1,2,0,2,2,3,1,1,2,2,8,4,8,7,4,8,13,6,5,3,3,6,2,0,0
La Paz,Loayza,Luribay,AJATA,77,0,1,1,1,0,3,0,0,1,3,2,1,3,1,4,1,1,1,1,0,2,3,3,5,5,6,8,7,2,4,1,0,1,2,2,1
La Paz,Loayza,Luribay,CONDADO,215,1,0,1,4,4,0,1,2,2,2,1,2,2,3,3,3,2,1,2,2,15,18,11,29,26,21,14,6,12,5,6,7,3,2,1,1
La Paz,Loayza,Luribay,HUANCANE,65,0,1,3,0,2,1,1,1,1,2,4,1,0,1,2,2,3,1,1,0,6,1,6,1,1,3,5,5,4,0,2,1,0,0,0,3
La Paz,Loayza,Luribay,CHUQUIPAMPA,74,0,4,1,2,2,1,2,1,1,1,0,3,1,0,0,2,0,2,2,0,2,11,4,5,6,4,5,3,2,3,3,0,1,0,0,0
La Paz,Loayza,Luribay,VILLA HUANCANE,119,2,0,0,0,2,1,0,2,3,3,5,6,5,6,6,3,3,4,2,0,4,1,4,9,10,11,10,8,6,0,1,1,0,0,1,0
La Paz,Loayza,Sapahaqui,AGUA LLAMAYA,156,0,3,2,3,2,0,1,4,5,3,7,4,5,5,7,5,7,10,5,1,10,7,8,8,6,6,9,7,4,3,2,1,3,0,2,1
La Paz,Loayza,Sapahaqui,ANGOSTURA,178,3,1,3,3,2,4,2,9,4,2,5,4,10,4,1,2,4,3,1,0,13,14,14,8,11,15,7,7,7,8,1,2,1,3,0,0
La Paz,Loayza,Sapahaqui,ORCOMA,109,0,1,3,0,1,1,1,0,0,0,1,4,1,3,1,3,0,3,1,0,3,4,6,5,9,14,11,8,9,3,6,3,1,1,2,0
La Paz,Loayza,Sapahaqui,CHOCATA,62,0,0,2,0,1,1,0,3,0,1,2,3,1,3,2,1,2,1,2,1,2,5,3,3,5,5,2,3,3,2,2,1,0,0,0,0
La Paz,Loayza,Sapahaqui,ACHUMANI,329,2,0,6,4,6,4,6,2,3,6,5,7,4,9,6,10,3,7,8,6,15,23,25,18,23,31,24,11,15,12,8,7,6,4,1,2
La Paz,Loayza,Sapahaqui,BELLA VISTA,75,0,1,1,0,1,1,1,0,1,1,1,0,1,0,2,2,3,1,3,1,5,8,8,5,9,3,5,3,4,0,3,1,0,0,0,0
La Paz,Loayza,Sapahaqui,CHILLCANI,266,8,4,9,3,9,8,5,8,5,4,5,9,5,2,5,6,8,7,6,2,14,20,14,17,13,17,7,13,11,8,6,3,4,1,0,0
La Paz,Loayza,Sapahaqui,CUIVIRI,127,3,2,2,7,2,2,3,3,1,2,3,3,1,3,4,3,0,1,4,1,2,9,12,4,8,10,10,6,6,2,3,1,4,0,0,0
La Paz,Loayza,Sapahaqui,JAROMA,69,0,0,0,0,0,2,0,1,1,1,0,1,1,1,3,1,2,2,1,1,7,1,3,2,5,3,3,4,9,7,1,3,1,1,1,0
La Paz,Loayza,Sapahaqui,MILLURAYA,70,0,3,0,1,1,1,0,0,0,0,1,1,1,3,1,1,4,1,3,0,2,3,5,3,3,3,8,5,8,1,3,1,0,2,1,0
La Paz,Loayza,Sapahaqui,CHIVISIVI,297,2,2,3,3,3,4,4,11,8,10,9,2,9,4,10,9,1,5,7,5,21,21,17,13,13,20,17,16,16,7,9,4,7,5,0,0
La Paz,Loayza,Sapahaqui,CHIVISIVI BAJA,101,0,3,1,2,3,2,3,1,2,1,0,3,4,3,4,1,3,3,1,1,5,7,2,2,3,11,6,7,4,3,3,2,2,1,1,1
La Paz,Loayza,Sapahaqui,SACASACA,117,3,1,0,5,0,2,4,2,4,3,1,1,3,3,1,6,5,0,1,0,7,3,6,4,12,10,6,4,10,2,2,1,0,4,1,0
La Paz,Loayza,Sapahaqui,HUANCOLLO,129,3,0,2,2,3,1,1,2,1,7,2,3,0,2,6,4,1,1,5,4,10,4,6,7,7,5,7,8,7,7,6,1,4,0,0,0
La Paz,Loayza,Sapahaqui,HUAYCA,61,1,0,1,0,0,0,1,1,1,2,0,2,1,1,4,0,0,1,0,1,7,2,0,6,5,3,4,2,5,4,1,4,1,0,0,0
La Paz,Loayza,Sapahaqui,PICHACA,65,0,2,1,1,1,1,1,1,1,0,1,2,1,1,0,3,3,1,1,0,1,1,3,5,3,7,4,11,4,1,1,1,0,0,1,0
La Paz,Loayza,Sapahaqui,SAPAHAQUI,501,5,2,12,4,5,7,6,11,2,11,14,11,14,5,13,9,9,7,9,5,31,34,35,30,32,25,34,36,26,18,17,9,9,3,0,1
La Paz,Loayza,Sapahaqui,TACOBAMBA,397,2,5,7,3,3,5,6,6,13,7,5,4,14,7,3,7,9,10,8,9,24,15,27,28,33,32,26,16,21,13,14,5,5,2,1,2
La Paz,Loayza,Sapahaqui,KAATA,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,4,0,0,1,2,0,0,1,0,1,1,0
La Paz,Loayza,Sapahaqui,TITICHAPI,82,1,1,0,2,0,1,1,0,3,2,1,2,1,1,0,2,0,2,1,0,1,8,7,6,3,6,4,3,8,3,5,3,0,2,1,1
La Paz,Loayza,Sapahaqui,URUPAYA,127,1,4,0,1,2,3,2,2,5,3,5,0,6,1,4,1,0,0,2,3,7,11,10,7,5,8,5,7,6,4,5,3,2,0,0,2
La Paz,Loayza,Sapahaqui,HUACULLAMAYA,61,0,0,0,0,1,0,2,0,3,1,1,2,1,2,5,2,0,2,0,2,4,1,5,2,3,3,3,3,7,1,4,0,1,0,0,0
La Paz,Loayza,Sapahaqui,CALUYO,179,3,1,6,4,6,4,2,6,5,6,7,7,7,7,7,7,5,2,0,1,6,12,10,8,9,9,9,9,4,3,2,2,3,0,0,0
La Paz,Loayza,Sapahaqui,CHICOMA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,2,1,1,1,0,0,0,0,0
La Paz,Loayza,Sapahaqui,LACA LACA,68,2,0,3,1,1,1,0,0,1,0,1,0,1,3,0,1,3,0,0,2,2,4,3,8,4,5,2,3,5,6,1,1,4,0,0,0
La Paz,Loayza,Sapahaqui,MILLI MILLI,111,0,1,2,1,4,3,2,2,3,2,2,2,3,3,4,3,1,1,1,0,5,5,10,3,4,10,6,5,8,3,5,3,4,0,0,0
La Paz,Loayza,Sapahaqui,PARANI,171,3,3,3,4,2,2,0,0,1,3,4,3,1,4,3,7,1,2,3,3,18,14,11,9,11,16,16,9,6,3,2,2,1,0,0,1
La Paz,Loayza,Sapahaqui,VILLA PARAISO,104,0,2,0,0,1,0,1,2,1,3,2,0,3,3,0,3,4,2,1,3,7,5,5,5,12,5,6,5,8,2,2,4,3,2,0,2
La Paz,Loayza,Sapahaqui,ESMERALDA,88,0,3,3,2,2,1,2,2,1,3,2,2,1,4,2,1,3,2,2,0,5,5,4,3,8,3,7,5,5,2,2,1,0,0,0,0
La Paz,Loayza,Sapahaqui,HUAYLLANI,23,1,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3,1,2,1,2,0,3,0,1,0,0,0,0,0,0
La Paz,Loayza,Sapahaqui,JACHAPAMPA,128,1,2,2,2,3,5,3,3,2,4,5,4,4,1,3,3,4,3,4,0,7,4,4,9,4,8,10,10,3,3,2,2,1,1,1,1
La Paz,Loayza,Sapahaqui,MARCOMA,56,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,2,0,0,1,0,4,3,8,10,2,1,4,3,7,1,3,2,0,0,0,0
La Paz,Loayza,Sapahaqui,PAMPANI,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,2,3,3,2,1,0,0,0,0,0,0
La Paz,Loayza,Sapahaqui,SANTIAGO,157,9,1,3,5,0,0,2,3,2,3,4,4,7,6,2,3,0,1,4,2,11,2,7,8,17,10,5,5,9,10,3,3,4,1,1,0
La Paz,Loayza,Sapahaqui,SELVA,63,1,0,0,2,1,2,3,0,0,1,2,1,0,2,2,1,0,0,0,1,4,4,9,4,3,4,2,3,4,5,0,0,2,0,0,0
La Paz,Loayza,Sapahaqui,SIRKATA,56,1,0,0,1,1,2,0,1,1,3,0,1,2,0,0,1,1,2,0,0,3,1,3,6,5,4,3,2,3,2,5,0,2,0,0,0
La Paz,Loayza,Sapahaqui,TARQUIMAYA,161,2,3,0,5,2,1,7,3,2,5,6,2,6,5,3,2,0,2,1,1,9,9,14,5,9,9,6,11,14,6,4,5,1,0,0,1
La Paz,Loayza,Sapahaqui,THARU,57,1,1,2,1,1,2,0,2,0,2,0,0,1,2,1,2,2,1,0,1,2,1,2,6,1,8,4,0,2,6,2,1,0,0,0,0
La Paz,Loayza,Sapahaqui,TIHUANACU,42,0,0,0,1,1,0,0,0,0,0,0,1,2,0,2,1,1,1,0,0,3,3,2,1,2,2,3,0,5,3,4,2,1,1,0,0
La Paz,Loayza,Sapahaqui,TURUNI,78,0,2,1,1,3,4,1,3,0,0,3,1,1,1,1,1,2,1,0,1,7,1,9,5,5,4,7,3,5,1,1,1,2,0,0,0
La Paz,Loayza,Sapahaqui,VILACOTA,143,4,0,1,1,1,0,2,4,2,1,2,2,1,2,2,4,2,4,3,1,16,6,6,10,10,7,3,10,9,13,5,6,1,0,1,1
La Paz,Loayza,Sapahaqui,QUEQUESANI,62,1,1,2,0,0,1,3,0,0,1,0,1,0,0,0,5,2,3,2,2,2,3,4,4,5,6,2,6,0,2,0,2,2,0,0,0
La Paz,Loayza,Sapahaqui,PARANI ALTA,67,1,3,1,3,1,0,1,0,3,1,1,0,2,3,1,3,1,0,2,0,5,2,5,3,3,5,5,5,3,2,0,1,0,0,0,1
La Paz,Loayza,Sapahaqui,HUANCURI,24,0,0,1,0,1,1,0,0,2,1,2,0,0,1,0,2,0,1,1,0,1,0,1,0,1,2,0,1,1,3,0,0,0,0,1,0
La Paz,Loayza,Sapahaqui,JARANDILLA,45,4,1,2,1,4,2,2,0,0,1,1,0,0,0,1,1,0,3,0,2,2,5,5,2,0,1,0,2,2,0,0,1,0,0,0,0
La Paz,Loayza,Sapahaqui,MILLWACHO,72,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,3,3,1,1,5,9,5,3,7,8,4,5,3,4,1,1,3,0,0,0
La Paz,Loayza,Sapahaqui,CHINOMA HUAÑAQUITA,62,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,3,1,1,11,8,4,10,5,2,4,1,1,0,1,0,2,0,0,0
La Paz,Loayza,Sapahaqui,CHICAMARCA,49,0,0,1,0,3,0,1,3,3,0,1,2,0,2,1,0,0,1,1,0,4,2,2,1,6,3,1,2,3,3,0,1,1,0,1,0
La Paz,Loayza,Sapahaqui,MISAVI,46,2,0,0,0,1,0,0,0,1,1,1,0,2,0,1,0,3,2,0,1,1,2,0,4,2,6,4,5,1,0,0,0,3,2,1,0
La Paz,Loayza,Sapahaqui,CHALLA,86,3,0,1,2,1,0,3,2,4,1,4,3,0,2,2,3,4,1,1,0,4,4,8,3,8,6,6,5,0,1,2,1,0,1,0,0
La Paz,Loayza,Sapahaqui,VALLE HERMOSO,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0
La Paz,Loayza,Sapahaqui,ARAM PAMPA,49,1,1,1,1,0,2,1,0,1,1,1,1,1,2,1,2,1,0,2,1,5,3,3,1,3,3,0,3,2,2,1,1,1,0,0,0
La Paz,Loayza,Sapahaqui,NUEVA ESPERANZA URMIRI,64,1,1,2,0,4,1,5,1,1,0,1,0,1,2,1,1,2,2,1,2,5,10,7,2,1,3,6,1,0,0,0,0,0,0,0,0
La Paz,Loayza,Sapahaqui,AGUA ALLAMAYA LACHIHUANA,142,4,4,1,2,4,0,2,7,2,4,6,2,3,4,2,2,1,2,1,1,6,11,13,15,8,8,1,4,9,10,2,0,0,1,0,0
La Paz,Loayza,Sapahaqui,CALLUTA,24,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,2,2,3,1,2,0,1,3,2,0,1,1,0,0,0
La Paz,Loayza,Sapahaqui,CUSNAVI KARAQUE,102,1,2,2,2,0,0,1,0,0,2,2,0,3,4,2,1,1,1,3,1,8,4,6,7,7,4,14,2,7,3,3,3,2,3,1,0
La Paz,Loayza,Sapahaqui,HUASACAYA,38,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,2,3,1,4,0,2,3,1,6,1,1,1,0,1,0,0
La Paz,Loayza,Sapahaqui,TONKO YAPU,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,2,1,0,1,0,0,3,0,0,0
La Paz,Loayza,Sapahaqui,SANTIAGO ALTA,144,1,2,2,3,2,1,4,5,2,4,3,4,3,1,1,4,0,3,2,2,7,13,8,12,12,7,8,4,3,5,4,6,1,4,1,0
La Paz,Loayza,Sapahaqui,MACHACAMARKA,43,1,0,0,3,0,1,2,2,0,0,0,0,1,1,0,1,0,1,0,0,5,4,3,7,1,3,3,2,0,0,2,0,0,0,0,0
La Paz,Loayza,Sapahaqui,CHIARAKE,46,0,1,1,1,2,2,2,2,1,0,0,2,1,1,0,2,2,2,1,1,1,4,3,0,3,0,3,1,3,0,1,3,0,0,0,0
La Paz,Loayza,Sapahaqui,GLORIETA,11,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
La Paz,Loayza,Sapahaqui,HUARIMARCA,42,1,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,4,5,0,2,1,5,1,5,0,2,0,1,0,1,0
La Paz,Loayza,Sapahaqui,CARACATO,202,3,1,4,0,4,6,0,5,1,3,2,6,6,7,1,7,6,7,3,4,14,10,7,7,13,11,5,8,16,13,10,6,2,1,1,2
La Paz,Loayza,Sapahaqui,CASTILLUMA,79,0,0,2,0,2,0,0,0,0,0,0,1,2,2,0,3,1,2,1,1,8,10,4,9,5,3,6,2,7,3,1,2,1,0,0,1
La Paz,Loayza,Sapahaqui,WAÑUMA,72,2,0,0,1,3,0,1,1,1,1,1,3,2,2,3,1,2,1,1,1,6,3,5,4,5,3,7,5,3,0,2,1,0,0,1,0
La Paz,Loayza,Sapahaqui,CALA CHAPI,158,2,1,0,2,4,5,1,2,5,1,5,3,6,2,1,6,1,7,0,2,11,6,7,7,12,14,12,9,7,10,4,0,3,0,0,0
La Paz,Loayza,Sapahaqui,ISQUILLANI,114,4,1,4,2,2,1,1,4,0,3,5,3,2,3,1,4,4,5,4,3,9,10,8,7,10,3,0,2,1,1,1,3,0,0,1,2
La Paz,Loayza,Sapahaqui,CANDIAL,267,4,3,7,7,5,10,7,3,4,9,6,7,8,11,5,9,4,6,5,3,11,11,18,13,18,12,12,13,12,8,7,4,1,3,1,0
La Paz,Loayza,Sapahaqui,CHIHUACATO,58,0,0,4,3,3,1,3,1,0,2,3,1,2,0,3,1,1,0,2,0,6,5,1,5,4,3,0,1,1,0,0,1,1,0,0,0
La Paz,Loayza,Sapahaqui,JALLALLICA,189,3,4,4,7,5,2,3,8,3,5,5,4,5,2,3,3,3,4,2,2,13,12,13,12,13,11,9,9,7,5,0,2,3,1,1,1
La Paz,Loayza,Sapahaqui,LAJOYA,92,2,0,3,0,0,0,1,0,0,2,1,1,3,2,1,1,0,2,2,1,10,4,12,9,2,5,7,6,4,5,2,2,1,0,0,1
La Paz,Loayza,Sapahaqui,HUANCANE,202,2,4,5,6,6,5,6,6,6,4,3,6,2,3,5,1,1,3,2,2,10,16,12,5,18,13,15,11,9,2,3,5,4,1,0,0
La Paz,Loayza,Sapahaqui,MALAVI,154,1,2,2,2,3,2,2,2,5,2,1,5,2,0,1,0,4,4,1,1,8,9,10,14,18,14,11,5,4,5,11,1,1,0,0,1
La Paz,Loayza,Sapahaqui,OCOHIRI,121,4,1,3,2,3,3,1,5,3,4,4,2,1,2,7,3,4,1,4,5,12,11,4,5,5,2,7,3,4,1,1,1,1,2,0,0
La Paz,Loayza,Sapahaqui,POCONI,82,5,3,2,2,1,1,3,1,4,1,4,2,0,1,4,6,0,2,0,1,2,4,9,2,7,3,3,3,3,1,0,2,0,0,0,0
La Paz,Loayza,Sapahaqui,POOPO,151,5,4,3,6,1,6,1,6,3,3,4,3,7,5,4,7,4,3,0,1,13,3,13,12,9,2,5,1,6,3,2,0,2,2,0,2
La Paz,Loayza,Sapahaqui,SINTO,117,2,3,1,3,2,0,1,1,4,2,4,0,5,3,4,4,3,0,2,2,6,9,9,8,4,7,10,6,5,1,4,1,0,0,1,0
La Paz,Loayza,Sapahaqui,SIXILLA ALTA,181,0,1,4,4,5,2,4,1,2,5,4,3,4,5,4,5,4,2,3,2,8,13,12,19,17,10,14,8,5,3,3,2,0,3,0,0
La Paz,Loayza,Sapahaqui,SIXILLA BAJA,91,3,0,2,1,0,1,0,1,0,2,3,1,3,1,0,3,5,3,2,0,6,1,7,6,6,9,3,4,4,3,4,3,2,1,0,1
La Paz,Loayza,Sapahaqui,AMULLAJTA,33,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,0,2,0,2,3,2,0,1,3,0,3,2,4,2,0,0,1,0,0,0
La Paz,Loayza,Sapahaqui,MACAMACA,332,4,5,10,7,6,5,8,12,7,7,11,6,9,8,4,18,8,11,9,3,22,16,26,15,13,16,9,13,17,9,8,5,3,0,2,0
La Paz,Loayza,Sapahaqui,MACHACABU,43,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,3,1,1,3,3,4,6,5,0,7,4,1,0,0,0
La Paz,Loayza,Sapahaqui,SULLCAVI,61,4,1,2,1,1,3,2,3,3,1,3,1,2,0,1,2,1,0,1,0,4,8,5,0,3,0,2,1,2,2,0,1,1,0,0,0
La Paz,Loayza,Sapahaqui,POCUMA,46,0,2,0,0,1,3,0,2,0,2,2,1,1,0,2,2,1,0,0,2,2,3,5,6,2,1,2,0,3,1,0,0,0,0,0,0
La Paz,Loayza,Sapahaqui,ALTO SALLANI,23,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,3,0,1,1,1,2,2,4,1,0,0,0,0,0,0
La Paz,Loayza,Sapahaqui,SALLANI,69,2,2,0,2,1,1,2,3,2,0,3,2,3,1,2,0,3,0,0,0,5,3,4,3,6,1,4,3,7,0,3,0,0,1,0,0
La Paz,Loayza,Sapahaqui,MACA,74,0,0,1,3,1,0,4,0,6,0,2,0,0,1,1,2,4,0,2,0,3,4,5,2,3,6,7,2,3,5,2,2,1,1,1,0
La Paz,Loayza,Sapahaqui,LACAYA,105,0,2,0,0,2,2,1,2,2,4,2,3,0,2,1,6,4,4,1,1,6,9,3,5,11,10,2,6,9,2,3,0,0,0,0,0
La Paz,Loayza,Sapahaqui,MANTILLANI,46,2,1,3,1,0,1,0,0,2,1,1,2,2,3,2,2,1,0,0,0,1,3,1,2,7,3,2,1,0,1,1,0,0,0,0,0
La Paz,Loayza,Sapahaqui,TARA TARANI,71,3,0,1,2,2,1,2,1,3,0,2,0,1,1,1,3,3,2,2,3,4,8,4,5,4,3,3,2,2,1,1,0,0,1,0,0
La Paz,Loayza,Sapahaqui,ISQUIRCANI,72,1,0,0,0,0,0,1,1,0,2,1,0,2,4,2,0,2,2,1,0,2,3,2,5,6,2,5,5,9,5,3,1,3,1,0,1
La Paz,Loayza,Sapahaqui,VENTILLA SINTO ALTO,41,0,1,0,0,1,2,0,0,2,0,1,1,0,0,0,1,1,0,2,1,4,10,5,3,2,0,2,0,0,0,2,0,0,0,0,0
La Paz,Loayza,Sapahaqui,HUARAHUARINA,83,7,0,0,0,1,0,0,2,4,3,7,2,3,3,1,2,1,0,1,1,10,6,6,3,4,6,5,1,1,0,0,1,0,1,1,0
La Paz,Loayza,Sapahaqui,COLLPUMA,53,0,1,0,0,3,0,0,1,3,0,1,0,2,2,2,3,1,1,1,0,1,2,1,3,2,6,1,4,2,3,3,4,0,0,0,0
La Paz,Loayza,Sapahaqui,CEBOLLAR,232,0,7,7,6,8,5,6,7,6,6,5,3,4,6,4,8,7,4,4,1,12,12,22,10,10,19,11,11,2,3,6,4,2,0,2,2
La Paz,Loayza,Sapahaqui,QUIRICANI,66,1,1,0,2,2,2,0,1,0,2,1,2,2,2,4,2,0,1,1,0,2,4,4,5,3,5,5,1,3,4,2,0,0,1,1,0
La Paz,Loayza,Sapahaqui,AYRU IRAMA,235,6,4,5,3,4,7,4,5,6,5,2,2,7,5,5,7,4,4,1,0,17,21,18,13,7,11,17,18,9,6,5,3,2,2,0,0
La Paz,Loayza,Sapahaqui,HUAYHUASI,122,3,3,1,3,1,2,1,2,1,3,4,2,5,2,2,4,0,3,4,1,9,12,11,5,8,6,5,2,3,2,3,4,3,2,0,0
La Paz,Loayza,Sapahaqui,SAN PABLO,17,1,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4,0,0,1,0,1,1,1,0,0,0,0,0
La Paz,Loayza,Sapahaqui,CUJUMA,32,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,7,3,0,2,2,1,1,0,0,0,0,1,0,1,0
La Paz,Loayza,Sapahaqui,CASTILLUMA SAPINI,90,3,5,3,1,3,4,6,1,4,3,4,0,1,0,2,2,2,2,3,1,7,8,3,3,2,3,5,2,2,2,1,0,1,0,1,0
La Paz,Loayza,Sapahaqui,KHOLA ALTA,354,7,4,7,11,4,5,8,6,7,7,8,8,13,5,10,9,6,5,7,3,29,25,24,27,14,16,18,22,16,11,6,1,3,2,0,0
La Paz,Loayza,Sapahaqui,KHOLA BAJA,44,0,0,0,0,0,0,0,2,1,1,3,1,3,0,0,3,2,0,0,1,3,2,2,3,3,5,2,5,0,1,0,1,0,0,0,0
La Paz,Loayza,Sapahaqui,HUICHUPAMPA,52,3,3,2,3,2,2,0,1,2,0,1,1,1,2,1,1,0,1,1,0,5,3,6,4,3,2,0,0,0,1,1,0,0,0,0,0
La Paz,Loayza,Sapahaqui,BAJO MANTILLANI,34,0,1,1,2,0,0,0,0,1,3,1,0,0,0,1,2,0,3,1,0,3,2,3,1,1,0,1,0,3,2,1,0,1,0,0,0
La Paz,Loayza,Sapahaqui,CHUCAVI,141,1,3,3,7,6,3,5,8,3,4,3,3,6,5,2,2,2,2,3,1,6,7,5,9,6,12,3,4,2,4,3,4,3,1,0,0
La Paz,Loayza,Sapahaqui,HUICHURAYA,20,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,1,2,0,0,2,1,0,1,0,0,0,0,0
La Paz,Loayza,Sapahaqui,JAU JAU,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0,2,1,1,1,0,1,0,0,0,0
La Paz,Loayza,Sapahaqui,JAU JAU MILLUNI,81,2,1,1,1,1,3,3,0,2,0,3,2,1,2,1,3,1,2,2,1,9,10,14,1,3,4,2,1,4,0,0,1,0,0,0,0
La Paz,Loayza,Sapahaqui,JUCUMARIDI,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,4,2,1,0,1,1,1,0,1,0,0,0
La Paz,Loayza,Sapahaqui,SUQUI,54,0,1,0,1,2,2,2,1,2,2,1,2,0,2,0,2,0,2,1,0,2,2,5,3,3,2,3,3,3,2,1,1,1,0,0,0
La Paz,Loayza,Sapahaqui,MOLINOPATA,79,0,1,0,0,0,1,4,0,2,1,0,0,1,2,3,0,1,2,1,0,7,11,3,4,4,6,9,3,3,6,2,1,1,0,0,0
La Paz,Loayza,Sapahaqui,HINCHUPALLA,38,1,1,1,0,0,2,0,0,1,1,0,2,1,0,1,0,0,4,2,1,4,2,4,1,3,2,2,0,1,0,1,0,0,0,0,0
La Paz,Loayza,Sapahaqui,AYAHUAYCO,199,2,2,1,4,2,3,3,3,2,4,5,3,7,4,12,2,6,7,4,7,11,7,4,13,11,16,14,9,10,6,7,6,2,0,0,0
La Paz,Loayza,Sapahaqui,CACHA,126,0,2,1,4,2,4,1,2,3,2,0,0,4,0,3,3,4,2,1,2,8,11,12,5,5,6,11,6,6,6,2,2,3,1,2,0
La Paz,Loayza,Sapahaqui,MOLLINI,60,1,2,0,1,2,0,2,1,2,3,1,1,0,3,2,0,2,2,0,3,5,5,3,1,3,4,5,3,1,0,0,0,0,0,2,0
La Paz,Loayza,Sapahaqui,CORHUA,120,2,1,1,3,3,1,2,1,0,0,0,0,0,0,3,5,6,6,1,5,3,3,4,3,10,12,12,5,14,7,2,3,1,0,1,0
La Paz,Loayza,Sapahaqui,MURUHUTA,122,1,2,2,0,0,0,1,0,4,3,1,1,1,2,5,1,2,2,4,0,7,1,3,5,9,12,8,6,15,10,6,3,3,0,1,1
